APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map
5577010141,11/07/2019,Single Family,2700  CAHUENGA BLVD E,LOS ANGELES,CA,90068,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.33687,34.11804,POINT (-118.33687 34.11804)
2531025038,01/04/2019,Single Family,11886 N VANPORT AVE,LOS ANGELES,CA,91342,7,Deutsche Bank N.A. C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.3994,34.2864,POINT (-118.39940000000001 34.2864)
7465001005,06/11/2019,Multi-Family,667 W 22ND ST,SAN PEDRO,CA,90731,15,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.29172,33.72415,POINT (-118.29172 33.72415)
5061010008,07/26/2019,Single Family,2209 S WEST BLVD,LOS ANGELES,CA,90016,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.33907,34.0368,POINT (-118.33907 34.0368)
5003026028,08/14/2019,Multi-Family,1513 W 57TH ST,LOS ANGELES,CA,90062,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30264,33.99069,POINT (-118.30264 33.99069)
7410023033,01/21/2019,Multi-Family,25525 S PRESIDENT AVE,LOS ANGELES,CA,90710,15,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.30438,33.79184,POINT (-118.30437999999998 33.79184)
6032014003,07/19/2019,Multi-Family,858 1/4 W 85TH ST,LOS ANGELES,CA,90044,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28893,33.96112,POINT (-118.28893 33.96112)
6042003030,06/12/2019,Single Family,710 E 87TH ST,LOS ANGELES,CA,90002,9,Mr. Cooper LLC,Paula Acosta,800-468-1743,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.26259,33.95908,POINT (-118.26259 33.95908)
2032010015,01/08/2019,Single Family,24629 W CALVERT ST,LOS ANGELES,CA,91367,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.66225,34.18343,POINT (-118.66225000000001 34.18343)
4004031025,01/21/2019,Single Family,3635 W 61ST ST,LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.33658,33.98457,POINT (-118.33658000000001 33.98457)
2366012023,01/17/2019,Single Family,4307 N BAKMAN AVE,LOS ANGELES,CA,91602,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.37802,34.14796,POINT (-118.37801999999999 34.14796)
7416017015,06/04/2019,Multi-Family,623 N GULF AVE,WILMINGTON,CA,90744,15,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.27282,33.77732,POINT (-118.27282 33.77732)
6039011007,01/10/2019,Non-Residential,9431 S FIGUEROA ST,LOS ANGELES,CA,90044,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.28309,33.95021,POINT (-118.28309 33.95021)
2105006025,03/11/2019,Multi-Family,7852 N CORBIN AVE,LOS ANGELES,CA,91335,3,Cenlar FSB,ATHENA SANTOS,720-945-5431,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56209,34.21352,POINT (-118.56209 34.21352)
2157001047,06/17/2019,Single Family,18445 W HATTERAS ST,LOS ANGELES,CA,91356,3,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.53508,34.17757,POINT (-118.53508 34.17757)
2327019015,06/21/2019,Single Family,7045 N WORTSER AVE,LOS ANGELES,CA,91605,2,Ditech Financial,Nicole Arretch,480-333-5277,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.41713,34.19883,POINT (-118.41713000000001 34.19883)
2666001015,05/13/2019,Single Family,16121 W HARVEST ST,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.48332,34.27839,POINT (-118.48332 34.27839)
5054035012,01/03/2019,Multi-Family,1437 1/4 W 30TH ST,LOS ANGELES,CA,90007,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.29552,34.02727,POINT (-118.29552 34.02727)
5058003013,01/21/2019,Single Family,2249 W 25TH ST,LOS ANGELES,CA,90018,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.31629,34.03396,POINT (-118.31629000000001 34.03396)
2651005016,01/01/2019,Single Family,14800 W CALAHAN ST,LOS ANGELES,CA,91402,6,US BANK N.A. c/o Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45556,34.23626,POINT (-118.45556 34.23626)
5013013003,10/17/2019,Multi-Family,4431 S CRENSHAW BLVD,LOS ANGELES,CA,90008,8,"Danco, Inc.",Ronald Perlstein,310-842-8235,"Danco, Inc.",Ronald Perlstein,2476   Overland AVE 203 los angeles CA 90064,310-842-8234,-118.33153,34.00271,POINT (-118.33153000000001 34.00271)
5049031011,09/25/2019,Single Family,2942 S WEST VIEW ST,LOS ANGELES,CA,90016,10,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage Co,Andrew Nikeli,2031  E Cerritos AVE  Anaheim CA 92806,714-408-2916,-118.35232,34.0272,POINT (-118.35232 34.0272)
7415003006,11/04/2019,Single Family,1110 W MAURETANIA ST,LOS ANGELES,CA,90744,15,"Aspen Properties Group, LLC",Stephen Gryglewski,800-326-5799,"U.S. Best Repair Service, Inc.",Michelle Parsi,2004   McGaw AVE  Irvine CA 92614,714-599-7730,-118.27682,33.7894,POINT (-118.27681999999999 33.7894)
5070003002,03/07/2019,Single Family,1309 S MANSFIELD AVE,LOS ANGELES,CA,90019,10,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.34508,34.05007,POINT (-118.34508000000001 34.05007)
2741006008,01/01/2019,Single Family,10111 N CASABA AVE,LOS ANGELES,CA,91311,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.57619,34.25418,POINT (-118.57619 34.25418)
5052026039,01/31/2019,Multi-Family,2167 W 30TH ST,LOS ANGELES,CA,90018,10,"Real Time Resolutions, Inc.",Jordan White,888-895-0221,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.31412,34.0275,POINT (-118.31412 34.0275)
2307019020,01/21/2019,Single Family,12316  RUNNYMEDE ST,LOS ANGELES,CA,91605,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.39995,34.2055,POINT (-118.39994999999999 34.2055)
4356011019,02/04/2019,Single Family,1355 N BEVERLY ESTATE DR,LOS ANGELES,CA,90210,5,"Mortgage Vintage, Inc.",Alexander MacDougall,949-632-6145,Mortgage Vintage Inc,Mayumi Bowers,260   Newport Center DR 403 Newport Beach CA 92660,949-702-4712,-118.42829,34.09629,POINT (-118.42828999999999 34.09629)
4377025032,01/08/2019,Single Family,1991 N STRADELLA ROAD,LOS ANGELES,CA,90077,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.46162,34.10453,POINT (-118.46162000000001 34.10453)
6023026001,05/17/2019,Single Family,7708 S STANFORD AVE,LOS ANGELES,CA,90001,9,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.2628,33.969,POINT (-118.2628 33.969)
5081007017,01/08/2019,Multi-Family,1209 1/2 S NORTON AVE,LOS ANGELES,CA,90019,10,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32343,34.04904,POINT (-118.32342999999999 34.04904)
6069017022,01/01/2019,Single Family,1710 E 111TH PL,LOS ANGELES,CA,90059,15,US-BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.24316,33.93383,POINT (-118.24316 33.93383)
2119004007,08/29/2019,Single Family,18165 W HATTON ST,LOS ANGELES,CA,91335,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52978,34.21006,POINT (-118.52978 34.21006)
6016033009,07/15/2019,Single Family,7028 S HAAS AVE,LOS ANGELES,CA,90047,8,Fay Servicing,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.31671,33.97554,POINT (-118.31671000000001 33.97554)
6016011016,11/19/2019,Multi-Family,1821 W 66TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.3098,33.97922,POINT (-118.3098 33.97922)
2660011029,01/21/2019,Single Family,9956 N MEMORY PARK AVE,LOS ANGELES,CA,91345,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.46401,34.25183,POINT (-118.46401000000002 34.25183)
2130027115,12/13/2019,Single Family,19350 W SHERMAN WAY,LOS ANGELES,CA,91335,3,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.55531,34.20085,POINT (-118.55531 34.20085)
2110007007,06/21/2019,Single Family,7931 N OWENSMOUTH AVE,LOS ANGELES,CA,93063,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.60179,34.21475,POINT (-118.60179000000001 34.21475)
2237012001,01/31/2019,Single Family,14360 W KITTRIDGE ST,VAN NUYS,CA,91405,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.44634,34.1905,POINT (-118.44634000000002 34.1905)
2216007013,03/22/2019,Single Family,7014 N COLBATH AVE,LOS ANGELES,CA,91405,2,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.43658,34.19815,POINT (-118.43658 34.19815)
6004011004,01/08/2019,Single Family,6113 S MENLO AVE,LOS ANGELES,CA,90044,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.28936,33.98416,POINT (-118.28936000000002 33.98416)
2216003035,06/28/2019,Single Family,13922 W VALERIO ST,LOS ANGELES,CA,91405,2,"SANTOS,EDITHA L C/O RUSHMORE LOAN MANAGEMENT SERVICES",PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43653,34.20473,POINT (-118.43653 34.20473)
2176028022,02/07/2019,Single Family,4935 N BREWSTER DR,LOS ANGELES,CA,91356,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.54408,34.16073,POINT (-118.54408000000001 34.16073000000001)
2027013031,05/29/2019,Single Family,7250 N PONDERA CIR,LOS ANGELES,CA,91307,12,Flagstar BANK,Eric Moore,877-338-3791,"Barrett Daffin Frappier Treder & Weiss, LLP",Code Compliance,20955   PATHFINDER  RD 300 DIAMOND BAR CA 91765,626-915-5714,-118.64245,34.20215,POINT (-118.64245 34.20215)
2781032002,02/06/2019,Single Family,8849 N COMANCHE AVE,LOS ANGELES,CA,91306,3,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.57234,34.2315,POINT (-118.57234 34.2315)
2504022097,01/28/2019,Single Family,14039 W ASTORIA ST,LOS ANGELES,CA,91342,7,Federal Home Loan Mortgage Corp,Freddie Mac,972-395-4110,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43926,34.31144,POINT (-118.43926000000002 34.31144)
2283011022,02/18/2019,Non-Residential,16027   DICKENS ST,LOS ANGELES,CA,91436,5,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,-118.4816447,34.1548207,POINT (-118.4816447 34.1548207)
2414017031,05/17/2019,Single Family,6227 N WILLOW CREST AVE,LOS ANGELES,CA,91606,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.3628,34.18386,POINT (-118.3628 34.18386)
6117018023,04/15/2019,Single Family,759 W LACONIA BLVD,LOS ANGELES,CA,90044,15,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28883,33.91756,POINT (-118.28883 33.91756)
2258026059,01/01/2019,Single Family,5229 N BALBOA BLVD,ENCINO,CA,91356,5,Deutsche Bank National Trust Company c/o Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50128,34.16615,POINT (-118.50128000000001 34.16615)
6018027012,01/01/2019,Single Family,1525 W 79TH ST,LOS ANGELES,CA,90047,8,Deutsche Bank National Trust  co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30329,33.96742,POINT (-118.30329 33.967420000000004)
2233013008,01/01/2019,Single Family,6438 N GLORIA AVE,VAN NUYS,CA,91406,6,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47913,34.18783,POINT (-118.47913 34.18783)
5023015006,01/01/2019,Single Family,4229 S 7TH AVE,LOS ANGELES,CA,90008,10,US Bank C/O Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32489,34.00627,POINT (-118.32489 34.00627)
7423013016,11/05/2019,Non-Residential,00632   BROAD AVE,LOS ANGELES,CA,90744,15,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.137382,34.018567,POINT (-118.137382 34.018567)
4325004128,01/10/2019,Single Family,10750 W WILSHIRE BLVD 1-85,LOS ANGELES,CA,90024,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.43844,34.06002,POINT (-118.43844 34.06002)
2649015028,04/15/2019,Single Family,10400 N ORION AVE,LOS ANGELES,CA,91345,7,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.47116,34.2592,POINT (-118.47116 34.2592)
4415005003,06/18/2019,Single Family,16763 W LIVORNO DR,LOS ANGELES,CA,90272,11,Trustee Corps - Jefferson,Eric Moore,877-338-3791,"Safegaurd c/o Trustee Corp, PHH",Code Compliance,17100   Gillette AVE  Irvine CA 92614,800-852-8306,-118.54445,34.04499,POINT (-118.54445 34.04499)
2332015015,01/30/2019,Single Family,6219 N BABCOCK AVE,LOS ANGELES,CA,91606,2,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.40645,34.18362,POINT (-118.40644999999999 34.18362)
5185038010,11/26/2019,Multi-Family,809 S EUCLID AVE,LOS ANGELES,CA,90023,14,Good Deeds Inc,Richard Harmon,714-906-4011,NULL,NULL,,NULL,-118.2071,34.03127,POINT (-118.20710000000001 34.03127)
5003025025,04/03/2019,Single Family,1424 W 56TH ST,LOS ANGELES,CA,90062,8,Imperial TD/Lantern Financial,Danielle Halyak,818-386-0101,NULL,NULL,,NULL,-118.30114,33.99135,POINT (-118.30114 33.99135)
2103013026,01/01/2019,Single Family,18824 W ARMINTA ST,LOS ANGELES,CA,91335,3,Wells Fargo Bank co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.54353,34.21372,POINT (-118.54352999999999 34.21372)
5671001036,01/08/2019,Single Family,5343 N HILLTOP RD,LOS ANGELES,CA,90041,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.21697,34.14442,POINT (-118.21697 34.14442)
5056010019,10/14/2019,Multi-Family,1427 W 18TH ST,LOS ANGELES,CA,90006,1,"ARVEST BANK OPERATIONS, INC.",GERALD BROWN,877-339-8202,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.28474,34.04193,POINT (-118.28474000000001 34.04193)
5514006042,03/11/2019,Single Family,451 N LAUREL AVE,LOS ANGELES,CA,90048,5,ABS REO Trust c/o Select Portfolio Servicing,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.36491,34.07966,POINT (-118.36491 34.07966)
2787026002,01/01/2019,Single Family,8660 N ENCINO AVE,LOS ANGELES,CA,91325,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51558,34.2279,POINT (-118.51558000000001 34.2279)
2764017039,07/26/2019,Single Family,18125 W HERBOLD ST,LOS ANGELES,CA,91325,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52835,34.24515,POINT (-118.52834999999999 34.24515)
2682021065,11/26/2019,Single Family,16857 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.49991,34.27218,POINT (-118.49991000000001 34.27218)
7420005018,11/06/2019,Multi-Family,1329 N FRIES AVE,WILMINGTON,CA,90744,15,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.26577,33.7899,POINT (-118.26577000000002 33.7899)
2212011008,01/03/2019,Single Family,8149 N TYRONE AVE,LOS ANGELES,CA,91402,6,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.44412,34.21935,POINT (-118.44412 34.219350000000006)
5081005057,12/19/2019,Single Family,1053 S NORTON AVE,LOS ANGELES,CA,90019,10,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.32162,34.05249,POINT (-118.32161999999998 34.05249)
2279016012,11/04/2019,Single Family,3820 N SCADLOCK LANE,LOS ANGELES,CA,91403,4,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.46936,34.13984,POINT (-118.46936 34.13984)
2259014018,03/21/2019,Single Family,16618 W MAGNOLIA BLVD,LOS ANGELES,CA,91436,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.49523,34.16479,POINT (-118.49523 34.16479)
2324019006,06/10/2019,Single Family,12732 W BARBARA ANN ST,LOS ANGELES,CA,91605,2,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.41053,34.20013,POINT (-118.41053 34.20013)
5547033028,07/19/2019,Multi-Family,6742 W DE LONGPRE AVE,HOLLYWOOD,CA,90028,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.33772,34.09603,POINT (-118.33772 34.09603)
5177008019,01/10/2019,Multi-Family,2521 E GANAHL ST,LOS ANGELES,CA,90033,14,HOME POINT FINANCIAL CORPORATION,Property Preservation,877-272-2149,SO CAL INSPECTORS,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,877-242-2149,-118.20006,34.0526,POINT (-118.20005999999998 34.0526)
2504011139,01/30/2019,Single Family,14152 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,Federal Home Loan Mortgage Corporation,REMAX BEVERLY HILLS,310-963-8121,NULL,NULL,,NULL,-118.44209,34.31625,POINT (-118.44209000000001 34.31625)
5514011033,08/30/2019,Multi-Family,330 N CROFT AVE,LOS ANGELES,CA,90048,5,Mr. Cooper LLC,Paula Acosta,800-468-1743,"XFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.37407,34.07697,POINT (-118.37407 34.07697)
5055015009,08/27/2019,Multi-Family,1263 W ADAMS BLVD,LOS ANGELES,CA,90007,8,Statebridge,Bryce Fendall,720-697-6421,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28819,34.03292,POINT (-118.28819000000001 34.03292)
2745013031,10/29/2019,Single Family,10204 N HANNA AVE,LOS ANGELES,CA,91311,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.60767,34.25562,POINT (-118.60767 34.25562)
5042019018,08/13/2019,Single Family,1924 W ROCHESTER CIR,LOS ANGELES,CA,90018,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31469,34.02102,POINT (-118.31468999999998 34.02102)
5028011006,02/25/2019,Single Family,4506 W DON PABLO PL,LOS ANGELES,CA,90008,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.35476,34.00887,POINT (-118.35476000000001 34.00887)
6002012003,01/24/2019,Single Family,1455 W 60TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,National Field Services,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.30211,33.98599,POINT (-118.30211 33.98599)
2651019014,01/01/2019,Single Family,15033 W BROADMOOR ST,LOS ANGELES,CA,91343,6,The Bank of New York Mellon c/o Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.46004,34.2338,POINT (-118.46004000000002 34.2338)
2640019014,06/14/2019,Single Family,8707 N SNOWDEN AVE,LOS ANGELES,CA,91331,6,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43284,34.228,POINT (-118.43284 34.228)
6036006006,01/21/2019,Single Family,8822 S WILTON PL,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.31488,33.95738,POINT (-118.31488 33.95738)
4371019044,08/05/2019,Vacant Residential,932  UNKNOWN ST (HH),LOS ANGELES,CA,90077,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.44021,34.09256,POINT (-118.44021000000001 34.09256)
