APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
2762015032,10/27/2014,Single Family,"9115 N WYSTONE AVE
Los Angeles, CA 91324
(34.23722592400003, -118.54696360399998)",91324,12,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
6017007023,03/25/2014,Multi-Family,"1905 W 74TH ST
Los Angeles, CA 90047
(33.972771039000065, -118.31137587099994)",90047,8,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4008025015,11/24/2014,Non-Residential,"7053 S 6TH AVE
Los Angeles, CA 90043
(33.97491856200003, -118.32365023399996)",90043,8,"danco, inc.",Ronald Perlstein,310-842-8234,NULL,NULL,,NULL
5023015029,01/24/2014,Multi-Family,"4248 1 2 S 8TH AVE
Los Angeles, CA 90008
(34.01097131500006, -118.34158773599995)",90008,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2329026002,12/04/2014,Single Family,"6662 N NAGLE AVE
Los Angeles, CA 91401
(34.192031117000056, -118.42360666399998)",91401,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6030002003,10/08/2014,Multi-Family,"7915 1 2 S SAN PEDRO ST
Los Angeles, CA 90003
(33.963350054000045, -118.27393600099998)",90003,9,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899
5067020021,11/07/2014,Single Family,"1813 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04363268000003, -118.35307427099997)",90019,10,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2242008040,12/22/2014,Single Family,"6355 N PEACH AVE
VAN NUYS, CA 91411
(34.186270860000036, -118.46754316999994)",91411,6,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2726011023,10/27/2014,Single Family,"10014 N MELVIN AVE
Los Angeles, CA 91324
(34.25244064300006, -118.560788119)",91324,12,"Deutsche Bank National Trust Company, as tr c/o Select Portfolio Servicing",na na,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
5020007020,02/12/2014,Multi-Family,"1355 W VERNON AVE
Los Angeles, CA 90037
(34.003727527000024, -118.29940912099994)",90037,9,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6054004030,10/28/2014,Single Family,"765 W 98TH ST
Los Angeles, CA 90044
(33.94719773300005, -118.28930015299994)",90044,8,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,866-966-0789
5105023017,03/21/2014,Single Family,"5742 S HOLMES AVE
Los Angeles, CA 90058
(33.99000154600003, -118.24112670699998)",90058,9,Ocwen Loan Servicing,Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2045008017,12/03/2014,Single Family,"23940 W CALVERT ST
Los Angeles, CA 91367
(34.18207309700006, -118.64879248999995)",91367,3,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6039002037,06/23/2014,Single Family,"9113 S ORCHARD AVE
Los Angeles, CA 90044
(33.95380030800004, -118.28819280999994)",90044,8,JP Morgan Chase NA,Amy Lott,888-310-1506,FAS c/o EZ Maintenance,Lilly Rogers,2551   Hyler AVE  Los Angeles CA 90041,800-468-1743
2224035003,12/12/2014,Single Family,"15855 W GAULT ST
VAN NUYS, CA 91406
(34.19938843600005, -118.47887931899999)",91406,6,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2263030043,05/21/2014,Single Family,"14829 W ADDISON ST
Los Angeles, CA 91403
(34.161247908000064, -118.45623006699998)",91403,4,Caliber Home Loans,Arthur Ferrari,866-248-2679,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
7351026015,11/11/2014,Single Family,"20853 S DENKER AVE
Los Angeles, CA 90501
(33.84021989000007, -118.30399289799999)",90501,15,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2242014023,05/07/2014,Single Family,"6260 N COLUMBUS AVE
VAN NUYS, CA 91411
(34.184284382000044, -118.46397829199998)",91411,6,Nationstar Mortgage,Dawn Campos,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway   Plano TX 75093,813-387-1100
4317004049,01/24/2014,Single Family,"1830 S WESTHOLME AVE
Los Angeles, CA 90025
(34.05351071000007, -118.42779636099999)",90025,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2779037131,06/09/2014,Single Family,"21800 W SCHOENBORN ST
Los Angeles, CA 93063
(34.22090626100004, -118.60354757199997)",93063,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2629015055,10/21/2014,Single Family,"9189 N HADDON AVE
Los Angeles, CA 91352
(34.236299479000024, -118.40256023699999)",91352,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2689015007,07/21/2014,Single Family,"8555 N DE CELIS PL
Los Angeles, CA 91343
(34.22637487600008, -118.49520254299995)",91343,12,Provident Funding Associates L.P.,Sae Bin Park,800-696-8199,National Valuation Services,Robert Buchannan,8842   Elm Ave  Temple City CA 91780,626-287-4431
7411005204,12/07/2014,Single Family,"1386 W 260TH ST
Los Angeles, CA 90710
(33.786843891000046, -118.30133458399996)",90710,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5078029018,11/06/2014,Multi-Family,"1206 1 2 S BERENDO ST
Los Angeles, CA 90006
(34.05010243400005, -118.29268904499997)",90006,1,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2726010029,12/01/2014,Single Family,"10126 N MELVIN AVE
Los Angeles, CA 91324
(34.25442026300004, -118.56054844499994)",91324,12,PHH mortgage,Lawrence Riggs,856-917-8805,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2162001066,06/09/2014,Single Family,"5440 LINDLEY
LOS ANGELES, CA 91316
(34.16964112900007, -118.52723597699998)",92646,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6067005019,10/20/2014,Single Family,"2026 E 110TH ST
Los Angeles, CA 90059
(33.93509301300003, -118.23624909799997)",90059,15,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4211028144,11/21/2014,Single Family,"5625 S CRESCENT PARK WEST
Los Angeles, CA 90094
(33.97186463000003, -118.42893251099997)",90094,11,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4312002013,12/22/2014,Multi-Family,"1884 W HELMS ST
Los Angeles, CA 90034
(34.03395931100005, -118.38811572599997)",90034,10,Select Portfolio Servicing,Code Violations,888-349-8964,MCS/2225,MCS Trashout,30262   Crown Valley PKWY B-228 Laguna Nigel CA 92677,866-563-1100
5157026017,01/29/2014,Multi-Family,"238 N MOUNTAIN VIEW AVE
Los Angeles, CA 90026
(34.068157615000075, -118.26818792999995)",90026,13,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5466006012,01/17/2014,Single Family,"655 N CRANE BLVD
Los Angeles, CA 90065
(34.106917820000035, -118.21017756999998)",90065,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2651001246,04/30/2014,Single Family,"15009 W NORTHWIND LANE
Los Angeles, CA 91343
(34.23890292600004, -118.45912430899995)",91343,7,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5473014005,11/25/2014,Single Family,"4188 N YORK BLVD
Los Angeles, CA 90065
(34.12368582500005, -118.22671396599998)",90065,14,Bank of America c/o Select Portfolio Servicing,na na,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
2365021030,11/24/2014,Single Family,"4390 N TROOST AVE
Los Angeles, CA 91604
(34.149984552000035, -118.38659933599996)",91604,2,"MRH Sub I, LLC",Matt Curtin,949-234-6356,NULL,NULL,,NULL
5068019008,11/11/2014,Single Family,"1624 S HI POINT ST
Los Angeles, CA 90035
(34.047161638000034, -118.36992761599998)",90035,10,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453
2280009027,08/01/2014,Single Family,"3634 N ROYAL MEADOW RD
Los Angeles, CA 91403
(34.13669739200003, -118.47660356199998)",91403,5,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2217025025,12/05/2014,Single Family,"14239 W SHERMAN WAY
VAN NUYS, CA 91405
(34.20123784800006, -118.44367019499998)",91405,2,All American Foreclosure,Donald Vaughn,805-543-7088,Vaughn Management,Eugene Vaughn,28440   Ripple Brook LANE  Sun City CA 92585,916-616-8745
2724003082,12/05/2014,Single Family,"10025 LARWIN AVE
LOS ANGELES, CA 91311
(34.25449631400005, -118.61757832799998)",91311,12,U.S. Bank National Association C/O Select Portfolio Servicing,n/a n/a,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
4302021010,01/30/2014,Single Family,"1903 S BEDFORD ST
Los Angeles, CA 90034
(34.04387763400007, -118.38294609599996)",90034,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5155011023,01/16/2014,Single Family,"527 S LA FAYETTE PARK PL
Los Angeles, CA 90057
(34.064188528000045, -118.28250649099999)",90057,1,GREEN TREE SERVICING LLC,James Patterson,800-557-1602,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2381022001,08/07/2014,Single Family,"11465 W DONA DOROTEA DR
Los Angeles, CA 91604
(34.12698826500008, -118.38435187999994)",91604,2,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
5484012005,03/05/2014,Single Family,"5720 E BUCHANAN ST
Los Angeles, CA 90042
(34.11767321900004, -118.19318371799994)",90042,1,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2220015011,07/09/2014,Single Family,"15051 W BASSETT ST
VAN NUYS, CA 91405
(34.19619776800005, -118.46146949299998)",91405,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2504012019,11/22/2014,Single Family,"13360 N DRONFIELD AVE
Los Angeles, CA 91342
(34.31454402400004, -118.44584109399995)",91342,7,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4012003004,05/21/2014,Single Family,"3145 W 75TH ST
Los Angeles, CA 90043
(33.97183812800006, -118.32801912699995)",90043,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2787033002,08/20/2014,Single Family,"17310 W PARTHENIA ST
Los Angeles, CA 91325
(34.228545749000034, -118.51174342499996)",91325,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2769016009,07/28/2014,Single Family,"8817 N LINDLEY AVE
Los Angeles, CA 91325
(34.23061066400004, -118.52738231699999)",91325,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5062007043,04/21/2014,Single Family,"2011 S ORANGE DR
Los Angeles, CA 90016
(34.03942291300007, -118.35028927699994)",90016,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5215036007,01/15/2014,Single Family,"4630 E DRUID ST
Los Angeles, CA 90032
(34.07069353700007, -118.18473518699994)",90032,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4405037002,01/09/2014,Single Family,"247 S CARMELINA AVE
Los Angeles, CA 90049
(34.05389096300007, -118.479722789)",90049,11,Nationstar Mortgage LLC,Dianna Perez,469-549-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6087016010,06/26/2014,Single Family,"126 W 118TH ST
Los Angeles, CA 90061
(33.92645320400004, -118.27496922399996)",90061,15,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5055019008,02/21/2014,Multi-Family,"1249 W 23RD ST
Los Angeles, CA 90007
(34.03521823700004, -118.28533054199994)",90007,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6038008050,01/30/2014,Single Family,"603 W 91ST ST
Los Angeles, CA 90044
(33.954218586000025, -118.28482008099996)",90044,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5124013015,02/20/2014,Multi-Family,"917 W 23RD ST
Los Angeles, CA 90007
(34.033576235000055, -118.28025819799996)",90007,1,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5093014029,12/31/2014,Single Family,"727 S HOBART BLVD
Los Angeles, CA 90005
(34.05882042500008, -118.30537217999995)",90005,10,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5035026033,07/28/2014,Single Family,"1701 W MIDDLETON PL
Los Angeles, CA 90062
(34.01556837500004, -118.31108980199997)",90062,8,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2180019020,08/20/2014,Single Family,"3808 N GLENEAGLES DR
Los Angeles, CA 91356
(34.13897545300006, -118.56420463499995)",91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6031024007,09/19/2014,Multi-Family,"132 W 79TH ST
Los Angeles, CA 90003
(33.96785544900007, -118.27503341099998)",90003,9,"Residential Credit Solutions, Inc.",Alicia Wood,817-991-1328,SR MAINTENANCE,SERGIO SAN ROMAN,9005   KRISTIN DR  DOWNEY CA 90240,562-776-9040
2570003026,01/03/2014,Single Family,"10126 1 2 N BREIDT AVE
Los Angeles, CA 91042
(34.25460011800004, -118.28725778799998)",91042,7,Freddie Mac,Josephina Fajardo,818-631-5599,Del Sol Realty Inc,Josephina Fajardo,662  N maclay ave  san fernando ca 91340,818-361-5599
4383009023,05/07/2014,Single Family,"2038 N BENEDICT CANYON DR
Los Angeles, CA 90210
(34.108026315000075, -118.43612044499997)",90210,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5033005001,04/16/2014,Single Family,"4025 S BRONSON AVE
Los Angeles, CA 90008
(34.01115974500004, -118.33265245199999)",90008,10,Ocwen Financial,John Roberts,770-612-7007,Property Management Co.,Jeff Chambers,6913   INWOOD DR  BAKERSFIELD CA 93309,661-831-3140
5177023016,11/25/2014,Multi-Family,"2539 E BOULDER ST
Los Angeles, CA 90033
(34.04801159800007, -118.20278791199996)",90033,14,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6055017049,09/18/2014,Single Family,"1508 W 96TH ST
Los Angeles, CA 90047
(33.948633476000055, -118.30292934199997)",90047,8,Fannie Mae,Michele Todd,972-656-8507,U.S. Department of Housing and Urban Development,Jessica Roth,375  S State ST  Clearfiled UT 84015,800-920-6764
2686020009,10/29/2014,Single Family,"9504 N WHITAKER AVE
Los Angeles, CA 91343
(34.243260414000076, -118.49916639199995)",91343,12,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2626007017,11/18/2014,Single Family,"9715 N HADDON AVE
Los Angeles, CA 91331
(34.24658935600007, -118.41348041199996)",91331,7,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2633009014,11/11/2014,Single Family,"12051 W REDBANK ST
Los Angeles, CA 91352
(34.22476398600003, -118.39562580499995)",91352,6,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2126008021,01/02/2014,Single Family,"7008 N BAIRD AVE
Los Angeles, CA 91335
(34.19781096200006, -118.53730576799995)",91335,3,Citi Mortgage,Demitrios Bageris,469-220-3701,Rodeo Realty,Joel terry,17177   Armstead ST  Granada Hills CA 91344,818-999-2030
2644030174,08/20/2014,Single Family,"14510 W PLUMMER ST
Los Angeles, CA 91402
(34.24263651000007, -118.44832217499999)",91402,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2284018010,05/21/2014,Single Family,"16221 W ELISA PL
Los Angeles, CA 91436
(34.149325248000025, -118.48669294199999)",91436,5,Caliber Home Loans,Arthur Ferrari,866-248-2679,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4005009026,11/08/2014,Single Family,"3123 W 59TH PL
Los Angeles, CA 90043
(33.986347660000035, -118.32722981299997)",90043,8,"CITIMORTAGAE, INC",CODE VIOLATION,877-290-3997,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5216010018,06/11/2014,Single Family,"5117 E KIMBALL ST
Los Angeles, CA 90032
(34.075834428000064, -118.17560439399995)",90032,14,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6042014005,12/03/2014,Single Family,"718 E 91ST ST
Los Angeles, CA 90002
(33.953772653000044, -118.26226992599999)",90002,9,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
5514007025,10/21/2014,Single Family,"352 N CRESCENT HEIGHTS AVE
Los Angeles, CA 90048
(34.077294073000076, -118.36582439699998)",90048,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5066020016,11/11/2014,Single Family,"1817 S ORANGE GROVE AVE
Los Angeles, CA 90019
(34.04256288100004, -118.36836857899999)",90019,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6014019022,07/07/2014,Single Family,"1119 W 68TH ST
Los Angeles, CA 90044
(33.977857648000054, -118.29436904099998)",90044,8,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2527008026,12/15/2014,Single Family,"11846 N DRONFIELD AVE
Los Angeles, CA 91331
(34.28548232400004, -118.41253899799995)",91331,7,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2706016011,08/11/2014,Single Family,"10347 N DE SOTO AVE
Los Angeles, CA 91311
(34.25866066000003, -118.58861226799996)",91311,12,PHH Mortgage Corp F/K/A Cendant Mortgage Corp c/o BDF Law,Code Compliance,813-387-1100,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2317017012,10/10/2014,Single Family,"11818 W RUNNYMEDE ST
Los Angeles, CA 91605
(34.20569257000005, -118.39101898199999)",91605,2,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5115016026,03/11/2014,Multi-Family,"933 E 43RD PL
Los Angeles, CA 90011
(34.00483832700007, -118.25925901399995)",90011,9,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5148001022,01/02/2014,Non-Residential,"307 S LOS ANGELES ST
Los Angeles, CA 90013
(34.04817103700003, -118.24511129799998)",90013,14,First-Citizens Bank & Trust Company,Kurth DeMoss,818-459-1305,NULL,NULL,,NULL
2024019022,08/20/2014,Single Family,"22701 W GAULT ST
Los Angeles, CA 91307
(34.19915798000005, -118.62010989199996)",91307,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5582015010,08/25/2014,Single Family,"2755 N BELDEN DR
Los Angeles, CA 90068
(34.120063051000045, -118.32316917199995)",90068,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2609028044,10/31/2014,Single Family,"12015 N GOTHIC AVE
Los Angeles, CA 91344
(34.28816483600008, -118.48990204599994)",91344,12,SolutionStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
4019010026,12/22/2014,Single Family,"4404 W 59TH ST
Los Angeles, CA 90043
(33.98703326800006, -118.35205918199995)",90043,8,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5109009016,11/25/2014,Single Family,"215 E 48TH ST
Los Angeles, CA 90011
(33.999287785000035, -118.27146974399994)",90011,9,JP Morgan Chase C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2182008007,06/09/2014,Single Family,"5071 N ZELZAH AVE
Los Angeles, CA 91316
(34.16205104800002, -118.52292298599997)",91316,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2425017005,07/09/2014,Single Family,"3713 N BROADLAWN DR
Los Angeles, CA 90068
(34.13094981000006, -118.35909040599995)",90068,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5070012040,11/14/2014,Single Family,"1521 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04596211200004, -118.35245902399998)",90019,10,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5013020023,11/19/2014,Single Family,"4905 S 11TH AVE
Los Angeles, CA 90043
(33.998730081000076, -118.32941223499995)",90043,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2010006041,03/21/2014,Single Family,"22042 W RAYEN ST
Los Angeles, CA 91304
(34.231162607000044, -118.60737948199994)",91304,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
7447031041,11/06/2014,Single Family,"736 W SANTA CRUZ ST
SAN PEDRO, CA 90731
(33.744678443000055, -118.293199475)",90731,15,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5015019033,01/16/2014,Single Family,"5111 S WILTON PL
Los Angeles, CA 90062
(33.996590293000054, -118.31496262099995)",90062,8,GREEN TREE SERVICING LLC,James Patterson,800-557-1602,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
