APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
6015019023,01/20/2022,Single Family,1612 W 67TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,NULL,NULL,,NULL,-118.30508,33.9784,POINT (-118.30508 33.9784)
5469027022,03/09/2022,Single Family,5351 E ALDAMA ST,LOS ANGELES,CA,90042,1,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.19974,34.1135,POINT (-118.19974 34.1135)
5035034019,03/07/2022,Single Family,1873 W 38TH ST,LOS ANGELES,CA,90062,8,Finance of America Reverse,care registrations,866-654-0020,NULL,NULL,,NULL,-118.31583,34.01747,POINT (-118.31583 34.01747)
2682021065,09/21/2022,Single Family,16857 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.49991,34.27218,POINT (-118.49991 34.27218)
5469002025,01/13/2022,Multi-Family,5113 1/2 E MIRIAM ST,LOS ANGELES,CA,90042,1,Scott Capital Management Fund 1,John Scott,608-334-4144,LRES Corp.,Kathy Golden,765   The City Drive South   Orange CA 92868,714-520-5737,-118.20499,34.11527,POINT (-118.20499 34.11527)
2335004019,09/20/2022,Single Family,6539 N CAMELLIA AVE,LOS ANGELES,CA,91606,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.38245,34.18975,POINT (-118.38245 34.18975)
4377041045,09/06/2022,Single Family,2387 N EARLS CT,LOS ANGELES,CA,90077,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.4739,34.11416,POINT (-118.4739 34.11416)
6031027012,01/24/2022,Single Family,323 W 81ST ST,LOS ANGELES,CA,90003,9,Aztec Financial,Melanie Rivas,818-848-8960,Aztec Financial,Chloe Allton,2624  W MAGNOLIA  BLVD  BURBANK CA 91505,818-848-8960,-118.27918,33.96606,POINT (-118.27918 33.96606)
6029020003,06/03/2022,Multi-Family,8311 S CENTRAL AVE,LOS ANGELES,CA,90001,9,M&T Bank,Eric Moore,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.25659,33.96343,POINT (-118.25659 33.96343)
2231005030,06/21/2022,Single Family,16413 W VICTORY BLVD,LOS ANGELES,CA,91406,6,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.49074,34.18684,POINT (-118.49074 34.18684)
2785014020,09/01/2022,Single Family,8300 N RHEA AVE,LOS ANGELES,CA,91324,12,Fay Servicing,Eric Moore,877-338-3791,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.54191,34.2209,POINT (-118.54191 34.2209)
2263037013,01/24/2022,Single Family,14701 W HARTSOOK ST,LOS ANGELES,CA,91403,4,Aztec Financial,Melanie Rivas,818-848-8960,Aztec Financial,Chloe Allton,2624  W MAGNOLIA  BLVD  BURBANK CA 91505,818-848-8960,-118.45329,34.16409,POINT (-118.45329 34.16409)
2654026051,01/04/2022,Single Family,8333 N COLUMBUS AVE,LOS ANGELES,CA,91343,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.46562,34.22235,POINT (-118.46562 34.22235)
7467030006,07/15/2022,Single Family,539 W SHEPARD ST,SAN PEDRO,CA,90731,15,Rocket Mortgage LLC,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.28919,33.70686,POINT (-118.28919 33.70686)
2104010011,06/27/2022,Single Family,19121 W STAGG ST,LOS ANGELES,CA,91335,3,Statebridge,Bryce Fendall,720-697-6421,Rushmore Loan Management Services LLC,Customer Center,15480   Luguna Canyon RD  Irvine CA 92618,888-504-6700,-118.55009,34.21119,POINT (-118.55009 34.21119)
5034002052,01/07/2022,Single Family,3890 S WESTSIDE AVE,LOS ANGELES,CA,90008,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.32693,34.01479,POINT (-118.32693 34.01479)
6035028004,01/13/2022,Single Family,2144 W 84TH PL,LOS ANGELES,CA,90047,8,Champion Mortgage,Blanca Portillo,972-894-9993,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.31714,33.96169,POINT (-118.31714 33.96169)
2041002009,01/04/2022,Single Family,23550 W TIARA ST,LOS ANGELES,CA,91367,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.64018,34.17809,POINT (-118.64018 34.17809)
2177005034,02/17/2022,Single Family,4351 N LA BARCA DR,LOS ANGELES,CA,91356,3,Tom Block,Tom Block,818-597-0842,TNT Management,Tom Block,5158   Clarenton DR 364 Agoura Hills CA 91301,818-597-0842,-118.55202,34.14943,POINT (-118.55202 34.14943)
2722025015,01/04/2022,Single Family,10354 N OWENSMOUTH AVE,LOS ANGELES,CA,91311,12,Mr. Cooper,Customer Servicing,877-289-0500,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60152,34.25893,POINT (-118.60152 34.25893)
6054015028,01/08/2022,Single Family,601 W 103RD ST,LOS ANGELES,CA,90044,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.28497,33.94318,POINT (-118.28497 33.94318)
5135016009,01/03/2022,Multi-Family,1125 W 18TH ST,LOS ANGELES,CA,90015,1,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.28116,34.04001,POINT (-118.28116 34.04001)
5455009002,01/07/2022,Single Family,2917 E FUTURE ST,LOS ANGELES,CA,90065,1,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.23182,34.09984,POINT (-118.23182 34.09984)
5189005024,02/14/2022,Multi-Family,967 S BREED ST,LOS ANGELES,CA,90023,14,Carrington Mortgage Services,code compliance,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.21819,34.03318,POINT (-118.21819 34.03318)
6046018019,01/05/2022,Multi-Family,1961 E CENTURY BLVD,LOS ANGELES,CA,90002,15,Mor Financial Services,Rosie Bonilla,213-784-0732,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.23741,33.9458,POINT (-118.23741 33.9458)
6016005015,08/08/2022,Multi-Family,1815 W 65TH ST,LOS ANGELES,CA,90047,8,PennyMac Loan Services,Eric Moore,877-338-3791,Cyprexx-,Renee Sonnier,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.30952,33.9807,POINT (-118.30952 33.9807)
6029020019,01/13/2022,Single Family,906 E 83RD ST,LOS ANGELES,CA,90001,9,MidFirst Bank,Erik Kenner,800-468-1743,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.25829,33.96368,POINT (-118.25829 33.96368)
5066019014,03/22/2022,Single Family,1754 S FAIRFAX AVE,LOS ANGELES,CA,90019,10,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,800-852-8306,-118.36854,34.0441,POINT (-118.36854 34.0441)
5127003025,09/11/2022,Single Family,2024  TRINITY ST,LOS ANGELES,CA,90011,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26036,34.02679,POINT (-118.26036 34.02679)
5028006055,06/28/2022,Single Family,4431 W DON RICARDO DR 1-24,LOS ANGELES,CA,90008,8,LoanCare LLC,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.35039,34.01031,POINT (-118.35039 34.01031)
5049018005,07/12/2022,Single Family,2742 S ALSACE AVE,LOS ANGELES,CA,90016,10,CTF Asset Management LLC,Robert Yanes,800-931-2424,FCI Lender Services,Robert Yanes,8180  E Kaiser blvd  Anaheim CA 92808,800-931-2424,-118.35602,34.03031,POINT (-118.35602 34.03031)
2151013075,03/09/2022,Single Family,5631 N KEOKUK AVE,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.57644,34.17316,POINT (-118.57644 34.17316)
2645009004,08/03/2022,Single Family,9906 N LEV AVE,LOS ANGELES,CA,91331,6,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.43347,34.25066,POINT (-118.43347 34.25066)
2120016008,05/10/2022,Single Family,17955 W SATICOY ST,LOS ANGELES,CA,91335,4,CALIBER HOME LOANS,CHRISTINE COLLIER,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.52491,34.20854,POINT (-118.52491 34.20854)
2230017009,08/26/2022,Single Family,17215 W HAYNES ST,LOS ANGELES,CA,91406,6,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard-Christie,Christie Anzalone Bonvissuto,7887   Hub PKWY  Valley View OH 44125,800-852-8306,-118.50825,34.18946,POINT (-118.50825 34.18946)
2784020024,02/18/2022,Single Family,8362 N VANALDEN AVE,LOS ANGELES,CA,91324,12,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.54905,34.22227,POINT (-118.54905 34.22227)
4228003037,05/02/2022,Single Family,623 1/2 E MILDRED AVE,LOS ANGELES,CA,90291,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.46324,33.98725,POINT (-118.46324 33.98725)
2271008010,01/21/2022,Single Family,4458 N MAMMOTH AVE,LOS ANGELES,CA,91423,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.43238,34.15192,POINT (-118.43238 34.15192)
2034010029,01/25/2022,Single Family,23807 W ARCHWOOD ST,LOS ANGELES,CA,91307,12,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.64505,34.19178,POINT (-118.64505 34.19178)
2621026014,06/27/2022,Single Family,9560 N LEV AVE,LOS ANGELES,CA,91331,6,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.42616,34.24372,POINT (-118.42616 34.24372)
2565001057,06/24/2022,Single Family,10449 N GLORY AVE,LOS ANGELES,CA,91042,7,"CALIBER HOME LOANS, INC.",CHRISTINE COLLIER,214-874-4174,SAFEGUARD PROPERTES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.28105,34.25888,POINT (-118.28105 34.25888)
2309005016,01/03/2022,Single Family,7831 N LAURELGROVE AVE,LOS ANGELES,CA,91605,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.40102,34.21313,POINT (-118.40102 34.21313)
2623023002,08/09/2022,Single Family,10070 N TELFAIR AVE,LOS ANGELES,CA,91331,7,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.41458,34.25337,POINT (-118.41458 34.25337)
2332017006,01/03/2022,Single Family,6228 N BABCOCK AVE,LOS ANGELES,CA,91606,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.4062,34.18387,POINT (-118.4062 34.18387)
5430013038,07/06/2022,Single Family,3834 W UDELL CT,LOS ANGELES,CA,90027,4,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,-118.27579,34.09822,POINT (-118.27579 34.09822)
4225013152,04/25/2022,Single Family,3815 S VIA DOLCE,LOS ANGELES,CA,90292,11,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.4608,33.97645,POINT (-118.4608 33.97645)
5480027003,01/03/2022,Multi-Family,1438 1/2 W OAK GROVE DR,LOS ANGELES,CA,90041,14,Alex Mehdiani,Alex Mehdiani,818-252-8552,NULL,NULL,,NULL,-118.19682,34.13099,POINT (-118.19682 34.13099)
5092007027,05/17/2022,Single Family,4100 W WILSHIRE BLVD 1-26,LOS ANGELES,CA,90010,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.31717,34.06144,POINT (-118.31717 34.06144)
2671021003,06/08/2022,Single Family,16120 W DEARBORN ST,LOS ANGELES,CA,91343,12,Reverse Mortgage Funding,Property Registrations,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.48366,34.23739,POINT (-118.48366 34.23739)
2531009040,04/22/2022,Single Family,11751 N FENTON AVE,LOS ANGELES,CA,91342,7,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.39344,34.2837,POINT (-118.39344 34.2837)
6073001028,06/07/2022,Single Family,157 E 109TH ST,LOS ANGELES,CA,90061,8,M&T Bank,Eric Moore,877-338-3791,MSI,Property Preservation,500   Grapeview HWY  Hurst TX 76054,800-346-2432,-118.27181,33.9375,POINT (-118.27181 33.9375)
6039012030,02/11/2022,Single Family,522 W 92ND ST,LOS ANGELES,CA,90044,8,Federal national Mortgage association,Ronald Edison,310-884-9084,"Edison Realty,Inc/dba Tower Re",Ronald Edison,739  W 739 W Rosecrans Ave Ste G   COMPTON CA 90222,310-614-6501,-118.28341,33.95271,POINT (-118.28341 33.95271)
2115010032,01/04/2022,Multi-Family,7267 N HATILLO AVE,LOS ANGELES,CA,91306,3,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.56554,34.20317,POINT (-118.56554 34.20317)
6042014005,03/15/2022,Single Family,718 E 91ST ST,LOS ANGELES,CA,90002,9,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.26232,33.95367,POINT (-118.26232 33.95367)
6013014001,04/04/2022,Multi-Family,860 W 64TH ST,LOS ANGELES,CA,90044,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.28911,33.9809,POINT (-118.28911 33.9809)
6003026017,05/18/2022,Multi-Family,1307 W 62ND ST,LOS ANGELES,CA,90044,9,Lexxel Funding Corporation,Robert Davenport,949-232-7947,"United 26, Inc",Hersel Myers,4480   Pacific BLVD  Vernon CA 90044,323-588-2999,-118.29832,33.98336,POINT (-118.29832 33.98336)
5177004017,03/18/2022,Single Family,1207 N EVERGREEN AVE,LOS ANGELES,CA,90033,14,Trinity Financial Services,Don Madden,949-313-6161,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.19523,34.05327,POINT (-118.19523 34.05327)
6017004030,03/15/2022,Multi-Family,7219 S CIMARRON ST,LOS ANGELES,CA,90047,8,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.31573,33.97384,POINT (-118.31573 33.97384)
5037011024,01/04/2022,Multi-Family,1232 1/2 W 38TH ST,LOS ANGELES,CA,90037,8,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.29846,34.01722,POINT (-118.29846 34.01722)
2304004030,03/28/2022,Single Family,8213 N ETHEL AVE,LOS ANGELES,CA,91605,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.4186,34.22033,POINT (-118.4186 34.22033)
5576003037,07/14/2022,Multi-Family,2127 N WHITLEY AVE,LOS ANGELES,CA,90068,4,"Yarden Consulting LLC, a Delaware limited liability company",Vladimir Valsky,424-535-6099,NULL,NULL,,NULL,-118.33211,34.10944,POINT (-118.33211 34.10944)
2633019023,01/08/2022,Single Family,11813 W PENDLETON ST,LOS ANGELES,CA,91352,6,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.39079,34.22574,POINT (-118.39079 34.22574)
2305016008,07/07/2022,Single Family,7822 N BELLAIRE AVE,LOS ANGELES,CA,91605,2,LoanCare LLC,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.41126,34.21291,POINT (-118.41126 34.21291)
2536025007,08/08/2022,Single Family,12640 W TERRA BELLA ST,LOS ANGELES,CA,91331,7,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.40809,34.26525,POINT (-118.40809 34.26525)
5056006010,09/14/2022,Multi-Family,2236 W 15TH ST,LOS ANGELES,CA,90006,1,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.28764,34.04509,POINT (-118.28764 34.04509)
6065027040,03/24/2022,Single Family,10363 S HOLMES AVE,LOS ANGELES,CA,90002,15,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.24139,33.94186,POINT (-118.24139 33.94186)
6051005020,04/19/2022,Single Family,823 E 103RD PL,LOS ANGELES,CA,90002,8,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.25999,33.9427,POINT (-118.25999 33.9427)
2689021016,01/04/2022,Single Family,16666 W BRYANT ST,LOS ANGELES,CA,91343,12,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.49603,34.22745,POINT (-118.49603 34.22745)
2616026024,03/11/2022,Single Family,13857 W FIELDING ST,LOS ANGELES,CA,91331,7,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43513,34.26901,POINT (-118.43513 34.26901)
7421015020,02/16/2022,Single Family,1536 N BAY VIEW AVE,LOS ANGELES,CA,90744,15,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.27088,33.79406,POINT (-118.27088 33.79406)
6029011023,05/24/2022,Multi-Family,834 E 81ST ST,LOS ANGELES,CA,90001,9,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.25957,33.96548,POINT (-118.25957 33.96548)
2263038084,03/15/2022,Single Family,14807 W OTSEGO ST,LOS ANGELES,CA,91403,4,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.45554,34.16316,POINT (-118.45554 34.16316)
4012020006,01/07/2022,Single Family,3415 W 76TH ST,LOS ANGELES,CA,90043,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.33145,33.97102,POINT (-118.33145 33.97102)
6065028005,07/12/2022,Single Family,10416 S GRAHAM AVE,LOS ANGELES,CA,90002,15,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.24249,33.94107,POINT (-118.24249 33.94107)
4326026106,01/13/2022,Single Family,10621 W EASTBORNE AVE,LOS ANGELES,CA,90024,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.43085,34.05448,POINT (-118.43085 34.05448)
5716027009,01/07/2022,Single Family,539 N AVENUE 67,LOS ANGELES,CA,90042,14,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.1748,34.1177,POINT (-118.1748 34.1177)
4004008014,07/29/2022,Single Family,3755 W 59TH ST,LOS ANGELES,CA,90043,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.33964,33.98727,POINT (-118.33964 33.98727)
5538014015,03/04/2022,Single Family,873 N EDGEMONT ST,LOS ANGELES,CA,90029,13,MIDFIRST BANK,ERIK KENNER,405-426-1280,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.29623,34.08782,POINT (-118.29623 34.08782)
2535006017,09/30/2022,Single Family,13363 W FILMORE ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian,GARD GARD,2300  E Lincoln HWY 700 Langhorne PA 19057,888-872-9094,-118.42396,34.27015,POINT (-118.42396 34.27015)
5160022038,01/31/2022,Multi-Family,427 1/2 N BOYLSTON ST,LOS ANGELES,CA,90012,1,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.25308,34.06456,POINT (-118.25308 34.06456)
7456002029,06/14/2022,Multi-Family,1027 S CENTRE ST,SAN PEDRO,CA,90731,15,"Prestamos CDFI, LLC",Carlos Ramos,602-282-8511,"Prestamos CDFI, LLC",Carlos Ramos,1024  E Buckeye ROAD 270 Phoenix AZ 85034,602-282-8511,-118.28368,33.73464,POINT (-118.28368 33.73464)
2258023005,01/26/2022,Single Family,5141 N GENESTA AVE,LOS ANGELES,CA,91316,4,"Amwest Funding Corp,",Miriam Gonzalez,714-831-3731,Trustee Corps,Myron Ravelo,17100   Gillette AVE  Irvine CA 92614,949-252-8300,-118.5034,34.16432,POINT (-118.5034 34.16432)
4355015059,01/26/2022,Single Family,1465 N DONHILL DR,LOS ANGELES,CA,90210,5,"5 AIF Sycamore 2, LLC",Nicole Herring,949-664-5852,"5AIF Nutmeg, LLC",Pamela Carrington,19800   MacArthur BLVD  Irvine CA 92612,949-381-3495,-118.41658,34.09834,POINT (-118.41658 34.09834)
2102017090,04/22/2022,Single Family,7820 N CHIMINEAS AVE,LOS ANGELES,CA,91335,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.52852,34.21256,POINT (-118.52852 34.21256)
5563027005,01/18/2022,Single Family,8951 W APPIAN WAY,HOLLYWOOD,CA,90046,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.38501,34.10652,POINT (-118.38501 34.10652)
5015039012,01/05/2022,Single Family,5024 S 3RD AVE,LOS ANGELES,CA,90043,8,BOBBY FORD,BOBBY FPRD,714-679-2821,NULL,NULL,,NULL,-118.32018,33.99715,POINT (-118.32018 33.99715)
5223009002,01/25/2022,Vacant Residential,2012 N MARIANNA AVE,LOS ANGELES,CA,90032,14,"Cardenas Three, LLC",Elizabeth Velasquez,909-315-2746,"Cardenas Three, LLC",Elizabeth Velasquez,12223   Highland AVE  Rancho Cucamonga CA 91739,909-315-2746,-118.17735,34.06643,POINT (-118.17735 34.06643)
4378016008,01/06/2022,Single Family,2501 N ROSCOMARE RD,LOS ANGELES,CA,90077,5,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.46354,34.12243,POINT (-118.46354 34.12243)
6058009007,01/10/2022,Single Family,10311 S ST ANDREWS PL,LOS ANGELES,CA,90047,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.31135,33.9428,POINT (-118.31135 33.9428)
5683022004,01/08/2022,Vacant Residential,2456 W YOSEMITE DR,LOS ANGELES,CA,90041,14,self,Lynn Thai,714-603-5068,Lynn Thai,Lynn Thai,961  N Capistrano PL  Orange CA 92869,714-603-5068,-118.22169,34.13673,POINT (-118.22169 34.13673)
2345020016,01/08/2022,Single Family,5329 N WORTSER AVE,LOS ANGELES,CA,91401,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.41725,34.1675,POINT (-118.41725 34.1675)
