APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
5518019019,03/17/2021 12:00:00 AM,Single Family,153 N CATALINA ST,LOS ANGELES,CA,90004,10,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.29559,34.07427,POINT (-118.29559 34.07427)
5223009003,02/01/2021 12:00:00 AM,Vacant Residential,2008 N MARIANNA AVE,LOS ANGELES,CA,90032,14,"Cardenas Three, LLC",Elizabeth Velasquez,909-315-2746,"Cardenas Three, LLC",Elizabeth Velasquez,12223   Highland AVE  Rancho Cucamonga CA 91739,909-315-2746,-118.17744,34.06631,POINT (-118.17744 34.06631)
2872011016,01/07/2021 12:00:00 AM,Single Family,18945 W BRASILIA DR,LOS ANGELES,CA,91326,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.54282,34.28724,POINT (-118.54282 34.28724)
2677002012,10/06/2021 12:00:00 AM,Single Family,9743 N MONOGRAM AVE,LOS ANGELES,CA,91343,12,LoanCare LLC,Eric MOORE,877-338-3791,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.49253,34.24773,POINT (-118.49253 34.24773)
5529003071,02/04/2021 12:00:00 AM,Single Family,850 N CROFT AVE,LOS ANGELES,CA,90069,5,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.3741,34.08663,POINT (-118.3741 34.08663)
6087020004,07/08/2021 12:00:00 AM,Single Family,340 W 119TH ST,LOS ANGELES,CA,90061,15,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.27976,33.92455,POINT (-118.27976 33.92455)
2280002027,01/27/2021 12:00:00 AM,Single Family,15488 W DEL GADO DR,LOS ANGELES,CA,91403,4,Hillfoot LLC,Avi Shlanger,310-280-0331,LAApartments,Walter Castro,10401   VENICE  BLVD 711 Los Angeles CA 90034,310-280-0331,-118.47186,34.14498,POINT (-118.47186 34.14498)
4370027008,05/10/2021 12:00:00 AM,Single Family,984 N BEL AIR RD,LOS ANGELES,CA,90077,5,James Haycock as Trustee,James Haycock,760-716-3646,Michael VaVerka,Michael VaVerka,10   Pointe DR st330 Brea CA 92821,949-632-0977,-118.44296,34.09223,POINT (-118.44296 34.09223)
5435009037,01/07/2021 12:00:00 AM,Single Family,3903 W BOYCE AVE,LOS ANGELES,CA,90039,13,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.26308,34.12374,POINT (-118.26308 34.12374)
5033020018,01/04/2021 12:00:00 AM,Single Family,3936 S OLMSTED AVE,LOS ANGELES,CA,90008,10,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.32796,34.01353,POINT (-118.32796 34.01353)
5567007005,04/30/2021 12:00:00 AM,Vacant Residential,8369 W WYNDHAM ROAD,HOLLYWOOD,CA,90046,4,mark awad,mark awad,310-990-9251,mark awad,Mark Awad,4320  W 171 ST  lawndale CA 90260,310-990-9251,-118.37501,34.11153,POINT (-118.37501 34.11153)
5015018013,01/14/2021 12:00:00 AM,Multi-Family,1954 W 48TH ST,LOS ANGELES,CA,90062,8,Diversified Mortgage Co.,Larry Newfield,949-222-9188,NULL,NULL,,NULL,-118.31535,33.99992,POINT (-118.31535 33.99992)
5056019002,01/29/2021 12:00:00 AM,Single Family,1606 S MENLO AVE,LOS ANGELES,CA,90006,1,Vladislav Shuliko,Kirill Pilipenko,310-407-9085,"Lending Bee, Inc",Vladimir Isperov,4605   Lankershim BLVD  North Hollywood CA 91602,818-761-7234,-118.29029,34.0439,POINT (-118.29029 34.0439)
2582040102,01/06/2021 12:00:00 AM,Single Family,16419 N NICKLAUS DR,LOS ANGELES,CA,91342,7,CALIBER HOME LOANS,CHRISTINE COLLIER,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.4899,34.32518,POINT (-118.4899 34.32518)
5015019019,01/07/2021 12:00:00 AM,Single Family,4929 S WILTON PL,LOS ANGELES,CA,90062,8,Flagstar Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31507,33.99811,POINT (-118.31507 33.99811)
2504022097,01/26/2021 12:00:00 AM,Single Family,14039 W ASTORIA ST,LOS ANGELES,CA,91342,7,Federal Home Loan Mortgage Corp,Freddie Mac,972-395-4110,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43926,34.31144,POINT (-118.43926 34.31144)
2755009014,01/30/2021 12:00:00 AM,Single Family,9560 N SHOSHONE AVE,LOS ANGELES,CA,91325,12,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.51759,34.24489,POINT (-118.51759 34.24489)
2027013031,01/05/2021 12:00:00 AM,Single Family,7250 N PONDERA CIR,LOS ANGELES,CA,91307,12,Flagstar Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.64245,34.20215,POINT (-118.64245 34.20215)
6117002014,01/29/2021 12:00:00 AM,Single Family,603 W 121ST ST,LOS ANGELES,CA,90044,15,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.28499,33.92262,POINT (-118.28499 33.92262)
5092011025,10/05/2021 12:00:00 AM,Single Family,4081 W 8TH ST,LOS ANGELES,CA,90005,5,Bank of Hope,Sang cho,213-235-3272,American Default Management,Justin Shaw,433  N CAMDEN DR 400 BEVERLY HILLS CA 90210,310-855-0826,-118.3171,34.05822,POINT (-118.3171 34.05822)
5064004022,10/25/2021 12:00:00 AM,Single Family,1823 S DUNSMUIR AVE,LOS ANGELES,CA,90019,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.35643,34.04241,POINT (-118.35643 34.04241)
6041012034,01/05/2021 12:00:00 AM,Multi-Family,247 E 89TH ST,LOS ANGELES,CA,90003,9,Cenlar FSB,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.27014,33.95569,POINT (-118.27014 33.95569)
2642021007,06/10/2021 12:00:00 AM,Single Family,9317 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.43359,34.23922,POINT (-118.43359 34.23922)
5304011014,01/04/2021 12:00:00 AM,Single Family,1236 E MONTECITO DR,LOS ANGELES,CA,90031,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.19805,34.08741,POINT (-118.19805 34.08741)
5587014005,04/17/2021 12:00:00 AM,Single Family,5730 W BRIARCLIFF RD,LOS ANGELES,CA,90068,4,"Michael Pinto, Trustee of the Michael Pinto Living Trust dtd 11/13/07 C/O RESS Financial Corporation",Bruce Beasley,951-270-0164,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.31481,34.10834,POINT (-118.31481 34.10834)
2266008035,01/06/2021 12:00:00 AM,Single Family,14415 W DUNBAR PL,LOS ANGELES,CA,91423,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.44731,34.14703,POINT (-118.44731 34.14703)
6032033022,01/26/2021 12:00:00 AM,Multi-Family,435 W 84TH ST,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.28155,33.96333,POINT (-118.28155 33.96333)
6016033004,10/28/2021 12:00:00 AM,Multi-Family,7111 S CIMARRON ST,LOS ANGELES,CA,90047,8,"Union Home Loan, Inc.",Dan Goldfield,818-223-0000,NULL,NULL,,NULL,-118.316,33.97494,POINT (-118.316 33.97494)
5023026001,01/22/2021 12:00:00 AM,Single Family,4258 S 4TH AVE,LOS ANGELES,CA,90008,10,US Bank National Association,Carrie Bratcher,800-365-7772,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.32126,34.00563,POINT (-118.32126 34.00563)
7451004018,01/06/2021 12:00:00 AM,Multi-Family,768 W 1ST ST,SAN PEDRO,CA,90731,15,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.29385,33.74341,POINT (-118.29385 33.74341)
2626009024,01/21/2021 12:00:00 AM,Single Family,9693 N AMBOY AVE,LOS ANGELES,CA,91331,7,Allstar Financial Services Inc,Sumana Sur,818-346-7827,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.41592,34.246,POINT (-118.41592 34.246)
4379021023,07/21/2021 12:00:00 AM,Vacant Residential,2470 N LATIMER LANE,LOS ANGELES,CA,90077,5,"PEAK FORECLOSURE SERVICES, INC.",Kelli Espinoza,818-591-9237,NULL,NULL,,NULL,-118.44699,34.11429,POINT (-118.44699 34.11429)
5223009001,02/01/2021 12:00:00 AM,Vacant Residential,2016 N MARIANNA AVE,LOS ANGELES,CA,90032,14,"Cardenas Three, LLC",Elizabeth Velasquez,909-315-2746,"Cardenas Three, LLC",Elizabeth Velasquez,12223   Highland AVE  Rancho Cucamonga CA 91739,909-315-2746,-118.17727,34.06653,POINT (-118.17727 34.06653)
6055002021,10/04/2021 12:00:00 AM,Single Family,9451 S LA SALLE AVE,LOS ANGELES,CA,90047,8,Vijay Fadia,Vijay Fadia,310-791-9975,Vijay Fadia,Vijay Fadia,23800   Hawthorne BLVD 200 Torrance CA 90505,310-791-9975,-118.30586,33.94951,POINT (-118.30586 33.94951)
2604028017,01/13/2021 12:00:00 AM,Single Family,15096 W NURMI ST,LOS ANGELES,CA,91342,7,BSI Financial Services,Registration Department,814-827-4661,"Assured Lender Services, Inc.",Cherie Maples,111   PACIFICA   IRVINE CA 92618,714-508-7373,-118.46148,34.29894,POINT (-118.46148 34.29894)
6004006012,12/06/2021 12:00:00 AM,Single Family,903 W 59TH DR,LOS ANGELES,CA,90044,9,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.28945,33.98626,POINT (-118.28945 33.98626)
4226013031,03/12/2021 12:00:00 AM,Single Family,4 E 20TH AVE,VENICE,CA,90291,11,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.47137,33.98494,POINT (-118.47137 33.98494)
5551014016,01/29/2021 12:00:00 AM,Single Family,1635 N GENESEE AVE,LOS ANGELES,CA,90046,13,"LBC Capital Income Fund, LLC",Kirill Pilipenko,818-761-7234,"Lending Bee, Inc",Boris Dorfman,4605   LANKERSHIM   NORTH HOLLYWOOD CA 91602,818-761-7234,-118.35841,34.1009,POINT (-118.35841 34.1009)
2552024041,02/01/2021 12:00:00 AM,Single Family,7703 W WENTWORTH ST,LOS ANGELES,CA,91042,7,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.30038,34.26701,POINT (-118.30038 34.26701)
5015019033,12/03/2021 12:00:00 AM,Single Family,5111 S WILTON PL,LOS ANGELES,CA,90062,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.31506,33.99656,POINT (-118.31506 33.99656)
2136025004,01/28/2021 12:00:00 AM,Single Family,20318 W GILMORE ST,LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.57609,34.18902,POINT (-118.57609 34.18902)
5033017039,02/24/2021 12:00:00 AM,Single Family,3837 S OLMSTED AVE,LOS ANGELES,CA,90008,10,Fay Servicing LLC,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.3282,34.01632,POINT (-118.3282 34.01632)
5063009080,01/05/2021 12:00:00 AM,Single Family,2131 S CLOVERDALE AVE,LOS ANGELES,CA,90016,10,damoder reddy,damoder reddy,310-541-8198,damoder reddy,damoder reddy,68   portuguese bend ROAD  rolling hills CA 90274,310-541-8198,-118.35509,34.03855,POINT (-118.35509 34.03855)
2536017044,01/09/2021 12:00:00 AM,Single Family,12411  OSBORNE,LOS ANGELES,CA,91331,7,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.40392,34.26124,POINT (-118.40392 34.26124)
6050015014,01/07/2021 12:00:00 AM,Single Family,755 E COLDEN AVE,LOS ANGELES,CA,90002,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26113,33.94941,POINT (-118.26113 33.94941)
5175033005,03/01/2021 12:00:00 AM,Single Family,600 N SAN BENITO ST,LOS ANGELES,CA,90033,14,JRM Financial LLC,Angela Carroll,310-395-0010,Anchor Loans LP,Anthony Martinez,1   Baxter WAY 220 Thousand Oaks CA 91362,310-395-0010,-118.21322,34.05102,POINT (-118.21322 34.05102)
6052016033,02/24/2021 12:00:00 AM,Single Family,207 E CENTURY BLVD,LOS ANGELES,CA,90003,8,LoanCare LLC,Eric MOORE,877-338-3791,ServiceLink Field Services,Jennifer Spies,10385   Westmoor DR  Westminster CO 80021,303-653-8258,-118.27146,33.94575,POINT (-118.27146 33.94575)
4257010008,11/30/2021 12:00:00 AM,Single Family,2843 S STONER AVE,LOS ANGELES,CA,90064,11,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.44008,34.02279,POINT (-118.44008 34.02279)
5188021002,01/06/2021 12:00:00 AM,Multi-Family,1008 S CONCORD ST,LOS ANGELES,CA,90023,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.20425,34.02627,POINT (-118.20425 34.02627)
2712007017,01/29/2021 12:00:00 AM,Multi-Family,17546 W LUDLOW ST,LOS ANGELES,CA,91344,12,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.51693,34.27078,POINT (-118.51693 34.27078)
5576017083,11/08/2021 12:00:00 AM,Single Family,6364 W PRIMROSE AVE,LOS ANGELES,CA,90068,4,Champion Mortgage,Blanca Portillo,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.32891,34.10965,POINT (-118.32891 34.10965)
2013018016,01/28/2021 12:00:00 AM,Single Family,7638 N VICKY AVE,LOS ANGELES,CA,93063,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.61938,34.20951,POINT (-118.61938 34.20951)
5110024017,01/22/2021 12:00:00 AM,Multi-Family,155 1/2 W 51ST ST,LOS ANGELES,CA,90037,9,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.27589,33.99661,POINT (-118.27589 33.99661)
5188008039,10/05/2021 12:00:00 AM,Non-Residential,3609 E WHITTIER BLVD,LOS ANGELES,CA,90023,14,R. C. Temme Corporation,Kathryn Dyrness,818-999-2274,R. C. Temme Corporation,Kathryn Dyrness,21777   Ventura Blvd  201 Woodland Hills CA 91364,818-206-2336,-118.1957,34.02562,POINT (-118.1957 34.02562)
2633017004,01/13/2021 12:00:00 AM,Single Family,11942 W NEENACH ST,LOS ANGELES,CA,91352,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.39274,34.22799,POINT (-118.39274 34.22799)
2078001022,01/04/2021 12:00:00 AM,Single Family,23021 W BRETTON PL,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.6298,34.1501,POINT (-118.6298 34.1501)
5437020010,11/04/2021 12:00:00 AM,Single Family,3410 W GREENSWARD RD,LOS ANGELES,CA,90039,13,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.262,34.11304,POINT (-118.262 34.11304)
2153023021,02/07/2021 12:00:00 AM,Single Family,6200 N CORBIN AVE,LOS ANGELES,CA,91356,3,OSNAT BEN-TOV c/o RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,MCS-Bron,Eric Moore,27720   Jefferson AVE  Temecula CA 92590,813-387-8306,-118.56197,34.18272,POINT (-118.56197 34.18272)
4329006029,02/02/2021 12:00:00 AM,Single Family,10050 W EMPYREAN WAY,LOS ANGELES,CA,90067,5,Bank of Hope,Kelly Cho,213-427-6332,NULL,NULL,,NULL,-118.4068,34.05442,POINT (-118.4068 34.05442)
4009013008,04/13/2021 12:00:00 AM,Single Family,3000 W 75TH ST,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32535,33.97174,POINT (-118.32535 33.97174)
4379004003,05/10/2021 12:00:00 AM,Single Family,2627 N BASIL LANE,LOS ANGELES,CA,90077,5,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.44864,34.11951,POINT (-118.44864 34.11951)
2309011012,01/06/2021 12:00:00 AM,Single Family,8162 N LAURELGROVE AVE,LOS ANGELES,CA,91605,2,Champion Mortgage,Tina Simmons,972-894-9993,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.40072,34.21955,POINT (-118.40072 34.21955)
5524002027,04/09/2021 12:00:00 AM,Multi-Family,816 N MANSFIELD AVE,LOS ANGELES,CA,90038,13,Sound Equity High Income Debt Fund LLC,Julie Williams,425-375-0679,Sound Capital,Ken Hanson,2099  S State College BLVD  Temecula CA 92806,206-790-5277,-118.34051,34.08579,POINT (-118.34051 34.08579)
6002020008,01/10/2021 12:00:00 AM,Single Family,1436 W 60TH PL,LOS ANGELES,CA,90047,8,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30152,33.98492,POINT (-118.30152 33.98492)
4125005001,11/04/2021 12:00:00 AM,Single Family,8301 S RAMSGATE AVE,LOS ANGELES,CA,90045,11,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.38314,33.96328,POINT (-118.38314 33.96328)
5558024014,12/02/2021 12:00:00 AM,Single Family,8505 W HOLLYWOOD BLVD,HOLLYWOOD,CA,90069,4,Witkin & Associates LLC,Richard Witkin,818-845-4000,NULL,NULL,,NULL,-118.37541,34.09922,POINT (-118.37541 34.09922)
6083001031,01/05/2021 12:00:00 AM,Single Family,225 E LANZIT AVE,LOS ANGELES,CA,90061,15,"SMITH SR,EARL T C/O RUSHMORE LOAN MANAGEMENT SERVICES",Property Preservation,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.27093,33.93073,POINT (-118.27093 33.93073)
2257020035,06/15/2021 12:00:00 AM,Single Family,5460  WHITE OAK,LOS ANGELES,CA,91436,5,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2346021044,01/28/2021 12:00:00 AM,Single Family,5319 N GOODLAND AVE,LOS ANGELES,CA,91607,2,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.41156,34.16716,POINT (-118.41156 34.16716)
2525014026,01/23/2021 12:00:00 AM,Multi-Family,12836 1/2 W MACLAY ST,SYLMAR,CA,91342,7,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.41259,34.30406,POINT (-118.41259 34.30406)
5071022050,01/12/2021 12:00:00 AM,Multi-Family,4723 W ST ELMO DR,LOS ANGELES,CA,90019,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.34108,34.0431,POINT (-118.34108 34.0431)
2536003009,01/08/2021 12:00:00 AM,Single Family,11105 N DE GARMO AVE,LOS ANGELES,CA,91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.41246,34.2715,POINT (-118.41246 34.2715)
6029023006,01/15/2021 12:00:00 AM,Single Family,723 E 84TH PL,LOS ANGELES,CA,90001,9,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.26215,33.96207,POINT (-118.26215 33.96207)
5029002023,03/18/2021 12:00:00 AM,Single Family,5110 W ORANGE PL,LOS ANGELES,CA,90008,10,Sound Equity High Income Debt Fund LLC,Julie Williams,425-375-0679,Sound Capital,Ken Hanson,2099  S State College BLVD  Temecula CA 92806,206-790-5277,-118.35662,34.01467,POINT (-118.35662 34.01467)
2549013017,01/29/2021 12:00:00 AM,Single Family,9440 W WENTWORTH ST,LOS ANGELES,CA,91040,7,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.33803,34.26357,POINT (-118.33803 34.26357)
2131007001,10/30/2021 12:00:00 AM,Single Family,19448 W KITTRIDGE ST,LOS ANGELES,CA,91335,3,Angelita Corrales,Angelita Corrales,818-271-8618,NULL,NULL,,NULL,-118.55764,34.19068,POINT (-118.55764 34.19068)
2408012123,01/14/2021 12:00:00 AM,Single Family,10854 W OLINDA ST,LOS ANGELES,CA,91352,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.36601,34.22692,POINT (-118.36601 34.22692)
2034002007,01/04/2021 12:00:00 AM,Single Family,24000 W VANOWEN ST,LOS ANGELES,CA,91307,12,Rushmore Loan Management,Rose Lara,949-341-5603,Asset Foreclosure Services,Asset Services,22837   Ventura blvd  Woodland Hills CA 91364,877-338-3791,-118.64869,34.19352,POINT (-118.64869 34.19352)
2722030004,01/05/2021 12:00:00 AM,Single Family,21608 W LOS ALIMOS ST,LOS ANGELES,CA,91311,12,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60052,34.26506,POINT (-118.60052 34.26506)
2708023005,11/09/2021 12:00:00 AM,Single Family,11031 N MELVIN AVE,LOS ANGELES,CA,91326,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.56038,34.27093,POINT (-118.56038 34.27093)
5018020006,01/07/2021 12:00:00 AM,Multi-Family,702 1/2 W 50TH ST,LOS ANGELES,CA,90037,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.28566,33.99727,POINT (-118.28566 33.99727)
4103009051,03/23/2021 12:00:00 AM,Single Family,7120 S LA TIJERA BLVD,LOS ANGELES,CA,90045,11,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.37581,33.97346,POINT (-118.37581 33.97346)
5475016018,01/23/2021 12:00:00 AM,Single Family,942 N OLANCHA DR,LOS ANGELES,CA,90065,1,Champion Mortgage,Brenda Ward,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.2166,34.11375,POINT (-118.2166 34.11375)
6042014005,02/02/2021 12:00:00 AM,Single Family,718 E 91ST ST,LOS ANGELES,CA,90002,9,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.26232,33.95367,POINT (-118.26232 33.95367)
2701043034,01/04/2021 12:00:00 AM,Single Family,20212 W VIA MEDICI,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Bron Inc,Amy Lee,24210   Dandelion CT  Lake Elsinore CA 92532,877-338-3791,-118.57373,34.29393,POINT (-118.57373 34.29393)
5108010011,01/13/2021 12:00:00 AM,Single Family,4831 S MCKINLEY AVE,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.26102,33.99883,POINT (-118.26102 33.99883)
