APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,Property on Map
4247007023,01/03/2017,Single Family,3259 S ROSEWOOD AVE,LOS ANGELES,CA,90066,11,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.45048 34.01068)
2673015094,01/04/2017,Single Family,15935 W COMMUNITY ST,LOS ANGELES,CA,91343,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,POINT (-118.47986000000002 34.22301)
2616025026,06/22/2017,Single Family,13863 W EUSTACE ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.43517 34.26993)
6042014005,01/05/2017,Single Family,718 E 91ST ST,LOS ANGELES,CA,90002,9,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.26232000000002 33.95367)
2624006027,08/01/2017,Single Family,9945 N TAMARACK AVE,LOS ANGELES,CA,91331,7,"Trojan Capital Investment, LLC",Thanh Vo,877-684-9517,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,POINT (-118.4105 34.25074)
2530036028,04/11/2017,Single Family,11570 N BONHAM AVE,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.37765000000002 34.28067)
2014003012,01/03/2017,Single Family,22838 W ROSCOE BLVD,LOS ANGELES,CA,93063,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.62493 34.21917)
2314013026,04/24/2017,Single Family,7918 N ELOISE AVE,LOS ANGELES,CA,91352,6,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,POINT (-118.3771 34.21429)
6031025018,08/16/2017,Single Family,123 W 81ST ST,LOS ANGELES,CA,90003,9,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.27481 33.96607)
2162011181,02/24/2017,Single Family,5301  YARMOUTH,LOS ANGELES,CA,91316,5,Brougham Fund,Registration Department,814-827-4661,First Allegiance,Amanda Rugar,5716   Corsa AVE  Westlake Village CA 91362,888-727-6303,POINT (-118.52047 34.16696)
6048011039,01/03/2017,Single Family,1450 E 101ST ST,LOS ANGELES,CA,90002,15,Ditech Financial LLC,Property Department,800-468-1743,SAFEGUARD PROPERTIES,CODE COMPLIANCE,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.24881 33.94493)
2146037083,01/12/2017,Single Family,5500 N OWENSMOUTH AVE,WOODLAND HILLS,CA,91367,3,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.60166 34.17182)
5572017006,03/08/2017,Single Family,2041 N OUTPOST DR,LOS ANGELES,CA,90046,4,Aztec Financial,Chloe Allton,818-848-8960,Aztec Financial,Chloe Allton,2624  W MAGNOLIA  BLVD  BURBANK CA 91505,818-848-8960,POINT (-118.34553999999999 34.1073)
6033017004,02/09/2017,Single Family,1046 W 81ST PL,LOS ANGELES,CA,90044,8,Fay Servicing LLC c/o BDF Law,Heather Zullo,966-966-0789,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.29343 33.96501)
5492030015,01/23/2017,Single Family,6332 S ARROYO GLEN ST,LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.18366 34.11226)
2502026016,03/20/2017,Single Family,15200 W DORIAN ST,LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.46413000000001 34.32219)
2378025027,01/31/2017,Single Family,3779 N BERRY DR,LOS ANGELES,CA,91604,2,"Kodiak Capital Management, LLC",Andrey Kalashnikov,323-527-5137,NULL,NULL,,NULL,POINT (-118.37958 34.13759)
5223018026,08/07/2017,Single Family,4938 E O'SULLIVAN DR,LOS ANGELES,CA,90032,14,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.17577 34.0665)
4321014005,01/05/2017,Single Family,2018 S GLENDON AVE,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.43268 34.04677)
5527008007,01/31/2017,Single Family,724 N GENESEE AVE,LOS ANGELES,CA,90046,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.35829 34.0846)
5104004021,04/21/2017,Single Family,1201 E 53RD ST,LOS ANGELES,CA,90011,9,Celink,Cory Daggett,866-654-0020,Keller Williams Dba Desert Holdings,Marty Azoulay,16820   Ventura BLVD  Encino CA 91436,818-822-2422,POINT (-118.25407000000001 33.99493)
2104016031,01/09/2017,Single Family,7530 N VANALDEN AVE,LOS ANGELES,CA,91335,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.54902 34.2074)
2310022022,06/28/2017,Single Family,11853 W BLYTHE ST,LOS ANGELES,CA,91605,6,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.3917 34.21492)
2227001047,01/31/2017,Single Family,7337 N BALBOA BLVD,LOS ANGELES,CA,91406,6,Federal National Mortgage Association,Aileen Cabalu,626-396-5100,Sentinel Property Preservation,Hollie Poboy,375  S State ST  Clearfield UT 84015,801-902-6764,POINT (-118.50139000000001 34.20392)
6023001015,03/30/2017,Single Family,639 E 73RD ST,LOS ANGELES,CA,90001,9,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.26363 33.97397)
2254006002,04/27/2017,Single Family,17639 W BROMLEY ST,LOS ANGELES,CA,91316,5,"Garo Tchakian , Lida Tchakian",Garo Tchakian,818-335-2141,NULL,NULL,,NULL,POINT (-118.51784000000002 34.17606)
2076005014,11/20/2017,Single Family,4816 N REGALO ROAD,LOS ANGELES,CA,91364,3,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.61774 34.15651)
2582031041,10/05/2017,Single Family,13437 W POLK ST,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.43022000000002 34.32878)
5027010006,01/20/2017,Single Family,4747 W DON ZAREMBO DR,LOS ANGELES,CA,90008,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,POINT (-118.35735 34.00223)
2728029016,01/18/2017,Single Family,18853 W BEECHTREE LANE,LOS ANGELES,CA,91326,12,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,POINT (-118.54426000000001 34.26401)
5216007039,01/23/2017,Single Family,2448 N KINGS PL,LOS ANGELES,CA,90032,14,FAY Servicing LLC,Customer Service,800-495-7166,Coldwell Banker Residential Brokerage,Joyce Essex,301  N Canon DR E Los Angeles CA 90210,210-777-6375,POINT (-118.17887000000002 34.07455)
5068021010,01/16/2017,Single Family,1563 S FAIRFAX AVE,LOS ANGELES,CA,90019,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.36761999999999 34.04785)
6023002029,06/27/2017,Single Family,707 E 73RD ST,LOS ANGELES,CA,90001,9,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.26262 33.97398)
2622012010,01/27/2017,Single Family,13334 W KAGEL CANYON ST,LOS ANGELES,CA,91331,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.42348000000001 34.24907)
2134008009,10/04/2017,Single Family,19944 W KITTRIDGE ST,LOS ANGELES,CA,91306,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.5682 34.19084000000001)
5510013024,06/15/2017,Single Family,6506 W 5TH ST,LOS ANGELES,CA,90048,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.36964000000002 34.06822)
2209030016,02/01/2017,Single Family,15132 W MARSON ST,LOS ANGELES,CA,91402,6,West Coast Servicing Inc.,Lissy Lex,866-574-2001,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.46297 34.21526)
2135012015,01/20/2017,Single Family,7000 N OAKDALE AVE,LOS ANGELES,CA,91306,3,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.56648 34.19766)
5047012018,06/27/2017,Single Family,3539 S COCHRAN AVE,LOS ANGELES,CA,90016,10,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.36183 34.0224)
2246024026,05/15/2017,Multi-Family,5727 N WOODMAN AVE,LOS ANGELES,CA,91401,2,Trustee Corp,Grace Wesson,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,POINT (-118.43144000000001 34.17468000000001)
2278005004,03/06/2017,Single Family,15036 W MARBLE DR,LOS ANGELES,CA,91403,4,Shellpoint Mortgage Services,Johan Correa,866-825-2174,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.46150000000002 34.14203)
2712005004,01/06/2017,Single Family,17441 W LUDLOW ST,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,POINT (-118.51455000000001 34.27106)
2209025011,01/16/2017,Single Family,8032 N BURNET AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,POINT (-118.46344 34.21691)
5064025012,01/03/2017,Single Family,2222 S SPAULDING AVE,LOS ANGELES,CA,90016,10,Wilmington Savings Fund Society C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.36728999999998 34.03774)
5046018001,01/30/2017,Single Family,3500 S MUIRFIELD ROAD,LOS ANGELES,CA,90016,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.3421 34.0232)
5028006052,01/03/2017,Single Family,4431 W DON RICARDO DR 1-24,LOS ANGELES,CA,90008,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,POINT (-118.35039 34.01031)
6035004016,04/20/2017,Single Family,2153 W 80TH ST,LOS ANGELES,CA,90047,8,"Budget Funding I, LLC",Christi Miller,310-954-1601,Budget Mortgage Corp,Christi Miller,1849   SAWTELLE BLVD 700 LOS ANGELES CA 90025,310-696-4050,POINT (-118.31734000000002 33.9665)
6120018036,01/05/2017,Multi-Family,16319 S MENLO AVE,LOS ANGELES,CA,90247,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.28936000000002 33.88266)
2761013009,05/26/2017,Single Family,9749 N QUAKERTOWN AVE,LOS ANGELES,CA,91311,12,specialized asset management,Douglas Randall,303-470-3633,Eddy Leon,eddy leon,1650   XIMENO AVE  LONG BEACH CA 90804,303-470-3633,POINT (-118.57061 34.24757)
6037016011,01/10/2017,Single Family,1416 W 87TH ST,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.301 33.9589)
2118027020,06/21/2017,Single Family,7252 N CAPPS AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.53955 34.20274)
2512009028,01/05/2017,Single Family,13206 W LEACH ST,LOS ANGELES,CA,91342,7,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.42068 34.30935)
5160022010,01/31/2017,Single Family,425 N BOYLSTON ST,LOS ANGELES,CA,90012,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.25313000000001 34.06445)
2656024028,01/12/2017,Single Family,15251 W KNAPP ST,LOS ANGELES,CA,91343,7,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,POINT (-118.46494 34.23821)
2727015032,01/12/2017,Single Family,22055 W BALLINGER ST,LOS ANGELES,CA,91311,12,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,POINT (-118.60797 34.24338)
2231023055,01/06/2017,Multi-Family,6512 N BALBOA BLVD,VAN NUYS,CA,91406,6,Trustee Corps,Ann Lewis,856-917-3308,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,POINT (-118.50088999999998 34.1891)
2271008014,07/03/2017,Single Family,4482 N MAMMOTH AVE,LOS ANGELES,CA,91423,4,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.43243999999999 34.15257)
5486021023,01/31/2017,Single Family,386 N KIRBY ST,LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.18328 34.12219)
2148017006,06/14/2017,Single Family,20566 W KITTRIDGE ST,LOS ANGELES,CA,91306,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.58151 34.19013)
2604031006,11/10/2017,Single Family,12349 N TELFAIR AVE,LOS ANGELES,CA,91342,7,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,POINT (-118.46049 34.29458)
2644026163,01/16/2017,Single Family,9555 N WOODMAN AVE,LOS ANGELES,CA,91331,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.44645 34.24406)
2707013015,01/17/2017,Single Family,20656 W BLACKHAWK ST,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.58385000000001 34.2581)
5018014004,01/23/2017,Single Family,947 W 50TH ST,LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.29075999999999 33.99797)
2118022001,01/03/2017,Single Family,18756 W LEADWELL ST,LOS ANGELES,CA,91335,3,Penny Mac,Brittni Ferrante,818-878-8411,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,POINT (-118.54256999999998 34.20374)
2606011025,02/01/2017,Single Family,12128 N SALEM DR,LOS ANGELES,CA,91344,12,bayview,Willie Walton,714-848-7920,M&M Mortgage Services Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,POINT (-118.50837 34.29093)
2250022023,04/14/2017,Single Family,15165   MAGNOLIA BLVD,LOS ANGELES,CA,91403,4,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.46286999999998 34.16506)
2530022150,01/30/2017,Single Family,11304 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,POINT (-118.37754000000001 34.27578)
2146036055,11/14/2017,Single Family,5535  CANOGA AVE,LOS ANGELES,CA,91367,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.59765 34.17133)
4005009001,05/30/2017,Single Family,3102 W 59TH ST,LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.32660000000001 33.98711)
2120023022,03/14/2017,Single Family,7542 N NEWCASTLE AVE,LOS ANGELES,CA,91335,3,US Bank National Association,US BANK National Association,612-973-2749,Safeguard,Safeguard Properties,7542   Newcastle AVE  Reseda CA 91335,216-739-2900,POINT (-118.52502000000001 34.20775)
2654007094,01/04/2017,Single Family,8760 N BURNET AVE 1-10,LOS ANGELES,CA,91343,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,POINT (-118.46310999999999 34.23001)
2156020129,01/03/2017,Single Family,18723 W HATTERAS ST,LOS ANGELES,CA,91356,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,POINT (-118.54157000000001 34.17725)
5423011022,01/24/2017,Multi-Family,1662 N WATERLOO ST,LOS ANGELES,CA,90026,13,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.26221000000001 34.0865)
5128013021,09/27/2017,Multi-Family,637 1/2 E 29TH ST,LOS ANGELES,CA,90011,9,"Center Street Lending Fund IV SPE, LLC",Stephen Wheeler,951-694-3903,NULL,NULL,,NULL,POINT (-118.26352 34.01957)
5202011014,01/09/2017,Single Family,2520 E LANCASTER AVE,LOS ANGELES,CA,90033,14,PennyMac Loan Services,Property Preservation,866-695-4122,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,POINT (-118.19859 34.0585)
5213031019,01/18/2017,Multi-Family,4649 E BUTTERFLY LANE,LOS ANGELES,CA,90032,14,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.18262999999999 34.08153)
2688029068,01/05/2017,Single Family,16815 W PARTHENIA ST,LOS ANGELES,CA,91343,12,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.49862 34.22862000000001)
5507016013,03/28/2017,Single Family,425 S JUNE ST,LOS ANGELES,CA,90020,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Ken Scheller,1906   Irvine AVE  Newport Beach CA 92660,972-996-5000,POINT (-118.33434 34.06607)
2174014012,01/31/2017,Single Family,4756 N VISTA DE ORO AVE,LOS ANGELES,CA,91364,3,Gerald Feldman,Gerald Feldman,310-203-5430,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,POINT (-118.58167000000002 34.15653)
4356011008,01/31/2017,Single Family,1322 N BENEDICT CANYON DR,LOS ANGELES,CA,90210,5,JPMorgan Chase Bank,See TDUS,310-777-6375,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375,POINT (-118.42958 34.0949)
2610019021,01/09/2017,Single Family,16503 W MIDWOOD DR,LOS ANGELES,CA,91344,12,BSI,Nick Schaller,201-746-8707,Incorp Services,Allesandra Turner,5716   Corsa AVE  Westlake Village CA 91362,888-727-6303,POINT (-118.49129000000002 34.28614)
5064006014,01/19/2017,Single Family,1800 S RIDGELEY DR 1-4,LOS ANGELES,CA,90019,10,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.35799999999999 34.04205)
2669018022,11/05/2017,Single Family,10028 N GAYNOR AVE,LOS ANGELES,CA,91343,12,Loancare,nosha Trotman,714-848-7920,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,POINT (-118.48066 34.25286)
2321026010,01/09/2017,Multi-Family,6805 N VANTAGE AVE,NORTH HOLLYWOOD,CA,91605,2,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,POINT (-118.39777 34.1943)
2601067004,01/05/2017,Single Family,17806 W MOUNTAIN RANCH ROAD,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.52032 34.28973)
5716028027,10/11/2017,Single Family,524 N AVENUE 67,LOS ANGELES,CA,90042,14,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.17493 34.11728)
7425033007,01/23/2017,Single Family,1024 N WATSON AVE,LOS ANGELES,CA,90744,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.24746 33.78438)
2502012061,01/25/2017,Single Family,15016 W LA MESA ST,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.45950000000002 34.32066)
2337018006,03/22/2017,Multi-Family,11127 1/2 W HATTERAS ST,LOS ANGELES,CA,91601,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.37405 34.1759)
5029026007,05/26/2017,Single Family,5422 W WEATHERFORD DR,LOS ANGELES,CA,90008,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.36493 34.01485)
2629003096,11/13/2017,Single Family,12712 W EAGLE ROCK WAY,LOS ANGELES,CA,91331,6,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.40987000000001 34.24029)
2257019115,01/03/2017,Single Family,5460  WHITE OAK,LOS ANGELES,CA,91436,5,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.51815000000002 34.17036)
7452002023,02/03/2017,Single Family,1492 W SEPULVEDA ST,SAN PEDRO,CA,90732,15,CAM MORT TRUST,Jessie Colmenero,888-727-6303,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.30845 33.74527)
2560033004,01/11/2017,Single Family,8415 W CORA ST,LOS ANGELES,CA,91040,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.31636 34.25334)
6029003003,01/06/2017,Multi-Family,852 E 79TH ST,LOS ANGELES,CA,90001,9,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.25896 33.96735)
