APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map
5019019009,03/31/2020,Single Family,607 W 41ST PL,LOS ANGELES,CA,90037,9,Lucky Five Star LLC,Arminda Reza,626-731-9107,RPCS,Arminda Reza,1107   Fair Oaks AVE 447 South Pasadena CA 91030,626-731-9107,-118.28435,34.00795,POINT (-118.28434999999999 34.00795)
2034018015,01/31/2020,Single Family,6501 N FRANRIVERS AVE,LOS ANGELES,CA,91307,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.65432,34.1882,POINT (-118.65432000000001 34.1882)
5113009009,01/14/2020,Single Family,277 E 43RD ST,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26865,34.0058,POINT (-118.26865000000001 34.0058)
2105017006,01/24/2020,Single Family,8165 N TUNNEY AVE,LOS ANGELES,CA,91335,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.55658,34.21841,POINT (-118.55658 34.21841)
2350005029,03/31/2020,Single Family,11166 W BURBANK BLVD,LOS ANGELES,CA,91601,2,"Golden Pocket Financial, Inc.",Arminda Reza,626-731-9107,RPCS,Arminda Reza,1107   Fair Oaks AVE 447 South Pasadena CA 91030,626-731-9107,-118.37471,34.17197,POINT (-118.37471 34.17197)
7447007015,12/13/2020,Single Family,969 W SUMMERLAND AVE,SAN PEDRO,CA,90731,15,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.29835,33.74751,POINT (-118.29835000000001 33.74751)
5051027016,01/16/2020,Single Family,2907 S NORTON AVE,LOS ANGELES,CA,90018,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.3329,34.02922,POINT (-118.33290000000001 34.02922)
2224004051,06/18/2020,Single Family,15925 W GAULT ST,VAN NUYS,CA,91406,6,Rediger Investment Mortgage Fund,Daren Rediger,818-842-2312,PLM Loan Management Services Inc.,Elizabeth Godbey,46  N Second St   Campbel CA 95008,408-370-5484,-118.48035,34.19946,POINT (-118.48034999999999 34.19946)
6019015010,07/09/2020,Single Family,1112 W 77TH ST,LOS ANGELES,CA,90044,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.29457,33.97011,POINT (-118.29457 33.97011)
2122017034,02/03/2020,Single Family,17862 W VANOWEN ST,LOS ANGELES,CA,91335,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.52266,34.1937,POINT (-118.52266000000002 34.1937)
5564011011,01/13/2020,Single Family,8757 W WONDERLAND PARK AVE,LOS ANGELES,CA,90046,4,Citadel Servicing Corporation,David Trujillo,949-900-6630,Sand Castle,Jeffrey Langley,15707   Rockfield  3rd f Irvine CA 92618,262-754-6006,-118.38574,34.11403,POINT (-118.38573999999998 34.11403)
2109016030,01/07/2020,Single Family,21055 W INGOMAR ST,LOS ANGELES,CA,93063,3,Celink,Cory Daggett,866-654-0020,LRES,Joe Wallace,765   The City Drive South  300 Orange CA 92868,714-453-4327,-118.59256,34.21229,POINT (-118.59255999999999 34.21229)
7559039007,02/19/2020,Single Family,324 S MIRALESTE DR,SAN PEDRO,CA,99999,15,Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.31676,33.74111,POINT (-118.31676 33.74111)
2722025015,08/04/2020,Single Family,10354 N OWENSMOUTH AVE,LOS ANGELES,CA,91311,12,Cenlar FSB,Eric Moore,877-338-3791,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.60152,34.25893,POINT (-118.60152000000001 34.25893)
6054006011,11/06/2020,Single Family,725 W 99TH ST,LOS ANGELES,CA,90044,8,LoanCare LLC,Eric MOORE,877-338-3791,ServiceLink Field Services - LoanCare LLC,Angela Visceglia,10385   Westmoor DR  Westminster CO 80021,303-653-6140,-118.28791,33.94647,POINT (-118.28791 33.94647)
5042019019,01/09/2020,Single Family,3702 S CIMARRON ST,LOS ANGELES,CA,90018,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31542,34.02086,POINT (-118.31542 34.02086)
4303022027,01/07/2020,Single Family,1706 S SHERBOURNE DR,LOS ANGELES,CA,90035,5,JOSEPH RIEBER c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGLES CA 90010,213-383-2097,-118.38032,34.04758,POINT (-118.38032000000001 34.04758)
5206006016,01/09/2020,Multi-Family,2676 N WORKMAN ST,LOS ANGELES,CA,90031,1,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.21433,34.07875,POINT (-118.21433 34.07875)
2420011014,08/12/2020,Single Family,4912 N PLACIDIA AVE,LOS ANGELES,CA,91601,4,Investment Management Company,Brian Boren,310-395-4620,IMC,ANEL ANTONIO,1507   7th ST 344 Santa Monica CA 90401,310-395-4620,-118.35593,34.15989,POINT (-118.35593 34.15989)
2231003010,07/31/2020,Single Family,16415 W GILMORE ST,LOS ANGELES,CA,91406,6,Cenlar FSB,Eric Moore,877-338-3791,Five Brothers,Five Brothers,12220  E 13 Mile RD  Warren MI 48093,586-772-7600,-118.49079,34.18776,POINT (-118.49079 34.18776)
2510004029,01/23/2020,Single Family,13577 W DYER ST,LOS ANGELES,CA,91342,7,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.42933,34.31728,POINT (-118.42932999999998 34.31728)
2508015024,01/15/2020,Single Family,14262 W BERG ST,LOS ANGELES,CA,91342,7,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,ServiceLink Field Services - LoanCare LLC,Angela Visceglia,10385   Westmoor DR  Westminster CO 80021,303-653-6140,-118.44395,34.30527,POINT (-118.44395 34.30527)
6003016029,02/24/2020,Multi-Family,1235 W 60TH PL,LOS ANGELES,CA,90044,9,M&T Bank - Jefferson Office,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.29696,33.98513,POINT (-118.29696000000001 33.98513)
5560025013,01/24/2020,Single Family,1211 N HILLDALE AVE,HOLLYWOOD,CA,90069,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.38668,34.09176,POINT (-118.38668 34.09176)
2014018011,01/15/2020,Single Family,22948 W LULL ST,LOS ANGELES,CA,91304,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.62735,34.20902,POINT (-118.62735 34.20902)
2620010011,06/16/2020,Single Family,10522 N CAYUGA AVE,LOS ANGELES,CA,91331,7,"Trinity Financial Services, LLC","Don Madden, III",949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.42455,34.26142,POINT (-118.42454999999998 34.26142)
4330013029,01/21/2020,Single Family,1251 S DANIELS DR,LOS ANGELES,CA,90035,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4012,34.05496,POINT (-118.4012 34.05496)
7416023018,01/02/2020,Single Family,931 N NEPTUNE AVE,LOS ANGELES,CA,90744,15,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,-118.26902,33.78197,POINT (-118.26901999999998 33.78197)
5214019007,01/24/2020,Non-Residential,04751   KLAMATH PL,LOS ANGELES,CA,90032,14,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.181277,34.0748582,POINT (-118.181277 34.0748582)
5469019004,01/24/2020,Single Family,5219 E MONTE VISTA ST,LOS ANGELES,CA,90042,1,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.20061,34.10886,POINT (-118.20061 34.10886)
5555007014,06/29/2020,Single Family,1376 N MILLER PL,HOLLYWOOD,CA,90069,4,Commercial Group International Inc,Pamela Becker,310-804-3873,NULL,NULL,,NULL,-118.3766,34.09547,POINT (-118.37660000000001 34.09547)
5567031010,07/21/2020,Single Family,2301 N LAUREL CANYON BLVD,HOLLYWOOD,CA,90046,4,Global Investments Management Solo 401k,Stephen Walter,734-812-9566,NULL,NULL,,NULL,-118.37379,34.11239,POINT (-118.37378999999999 34.11239)
7423007021,01/06/2020,Single Family,1127 N BROAD AVE,LOS ANGELES,CA,90744,15,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.26139,33.78562,POINT (-118.26138999999999 33.78562)
5109025017,01/03/2020,Single Family,5220 S SAN PEDRO ST,LOS ANGELES,CA,90011,9,M&T Bank - Jefferson Office,Eric Moore,877-338-3791,MSI,Property Preservation,500   Grapeview HWY  Hurst TX 76054,800-346-2432,-118.26998,33.9946,POINT (-118.26997999999999 33.9946)
2005018009,01/14/2020,Single Family,8349 N HILLARY DR,LOS ANGELES,CA,93063,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.64078,34.221,POINT (-118.64078 34.221)
5053003031,06/11/2020,Multi-Family,2012 W 28TH ST,LOS ANGELES,CA,90018,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,A2Z Homes Inc,Travis Azevedo,2204  W Oceanfront  C Newport Beach CA 92663,949-734-9606,-118.30941,34.0298,POINT (-118.30941 34.0298)
2044012014,01/23/2020,Single Family,23501 W LADRILLO ST,LOS ANGELES,CA,91367,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.63879,34.16694,POINT (-118.63879 34.16694)
2629003096,01/10/2020,Single Family,12712 W EAGLE ROCK WAY,LOS ANGELES,CA,91331,6,Carrington Mortgage Services,code compliance,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.40987,34.24029,POINT (-118.40987000000001 34.24029)
7439009007,01/28/2020,Single Family,1400 W 238TH ST,LOS ANGELES,CA,90710,15,Loancare,Sarah Richardson,757-452-5138,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.30218,33.80884,POINT (-118.30218000000002 33.80884)
4243018025,01/10/2020,Single Family,835 E SUNSET AVE,LOS ANGELES,CA,90291,11,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.46517,34.00055,POINT (-118.46517 34.00055)
5005002003,07/08/2020,Single Family,2417 W 57TH ST,LOS ANGELES,CA,90043,8,Pati Family trust,damoder Reddy,310-541-8198,damoder reddy,damoder reddy,68   portuguese bend ROAD  rolling hills CA 90274,310-541-8198,-118.31992,33.99104,POINT (-118.31992000000001 33.99104)
5155012173,01/22/2020,Single Family,421 S LA FAYETTE PARK,LOS ANGELES,CA,90064,1,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.28217,34.06511,POINT (-118.28217000000001 34.06511)
5551003011,07/13/2020,Single Family,7940 W FAREHOLM DR,LOS ANGELES,CA,90046,4,CLLFIRMLLC401K Plan,Steve Wheeler,951-694-3904,NULL,NULL,,NULL,-118.36252,34.10287,POINT (-118.36252 34.10287)
5585029024,08/24/2020,Vacant Residential,2311 N VASANTA WAY,LOS ANGELES,CA,90068,4,Platinum Loan Servicing,Karen Larson,818-222-5222,NULL,NULL,,NULL,-118.32356,34.11278,POINT (-118.32356 34.11278)
6061013017,01/22/2020,Single Family,751 W 104TH PL,LOS ANGELES,CA,90044,8,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.28882,33.94163,POINT (-118.28882000000002 33.94163)
2315002021,01/30/2020,Single Family,7744 N BAKMAN AVE,LOS ANGELES,CA,91352,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.3778,34.21155,POINT (-118.3778 34.21155)
6063011009,01/02/2020,Single Family,314 E 102ND ST,LOS ANGELES,CA,90003,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.26898,33.94365,POINT (-118.26898000000001 33.94365)
2168018071,06/02/2020,Single Family,5162 N CALATRANA DR,LOS ANGELES,CA,91364,3,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.6025,34.16291,POINT (-118.60250000000002 34.16291)
2106005025,01/22/2020,Single Family,7713 N QUAKERTOWN AVE,LOS ANGELES,CA,91306,3,BSI Financial Services,Registration Department,814-827-4661,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.57002,34.21104,POINT (-118.57002 34.21104)
2034019056,09/15/2020,Single Family,6557 N CLEOMOORE AVE,LOS ANGELES,CA,91307,12,SN Servicing Corp,Eric Moore,877-338-3791,Bron Inc,Amy Lee,24210   Dandelion CT  Lake Elsinore CA 92532,877-338-3791,-118.65131,34.18975,POINT (-118.65130999999998 34.18975)
2580006012,08/11/2020,Single Family,12615 W CATHY ST,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Servicing,Dawn Talavera,714-848-7920,"ZBS Law, LLP",Dawn Talavera,30   Corporate Park  450 Irvine CA 92606,714-848-7920,-118.40822,34.31883,POINT (-118.40822 34.31883)
2215004005,01/28/2020,Single Family,7448 N MAMMOTH AVE,LOS ANGELES,CA,91405,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.4324,34.20632,POINT (-118.43240000000002 34.20632)
2148020001,01/17/2020,Single Family,20611 W LEMAY ST,LOS ANGELES,CA,91306,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.58204,34.19139,POINT (-118.58204 34.19139)
2153034059,01/07/2020,Single Family,19323 W LAVY CT,LOS ANGELES,CA,91356,3,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.55441,34.17663,POINT (-118.55441000000002 34.17663)
7410020034,12/15/2020,Multi-Family,1659 W 253RD ST,HARBOR CITY,CA,90710,15,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway  5th F Bayonne NJ 7002,201-746-8715,-118.30639,33.79486,POINT (-118.30639 33.79486)
5556004018,10/19/2020,Single Family,8166 W MANNIX DR,HOLLYWOOD,CA,90046,4,Fay Servicing LLC,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.36984,34.10613,POINT (-118.36984 34.10613)
5118009012,01/22/2020,Single Family,1416 E 25TH ST,LOS ANGELES,CA,90011,9,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.2489,34.01696,POINT (-118.2489 34.01696)
2238008005,02/17/2020,Single Family,6702 N RANCHITO AVE,VAN NUYS,CA,91405,2,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43549,34.19232,POINT (-118.43549000000002 34.19232)
2278031006,02/04/2020,Single Family,14811 W JADESTONE DR,LOS ANGELES,CA,91403,4,Royal Development Inc,Ross Miller,949-748-6285,NULL,NULL,,NULL,-118.45735,34.13414,POINT (-118.45735000000002 34.13414)
6032031026,01/22/2020,Single Family,426 W 81ST ST,LOS ANGELES,CA,90003,8,BSI Financial Services,Registration Department,814-827-4661,The Herac Group,Torres Rose,11030   Arrow RE 102 Rancho Cucamonga CA 91730,909-481-1100,-118.28141,33.96583,POINT (-118.28141 33.96583)
5027010006,12/12/2020,Single Family,4747 W DON ZAREMBO DR,LOS ANGELES,CA,90008,8,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.35735,34.00223,POINT (-118.35735 34.00223)
2135017040,01/31/2020,Single Family,7054 N JUMILLA AVE,LOS ANGELES,CA,91306,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.56324,34.19898,POINT (-118.56324 34.19898)
2369028002,10/29/2020,Single Family,11700 W PICTURESQUE DR,LOS ANGELES,CA,91604,2,"Bayer Development, Inc.",Adam Rossman,310-592-4837,NULL,NULL,,NULL,-118.38737,34.14017,POINT (-118.38737 34.14017)
2745013025,01/18/2020,Single Family,10138 N HANNA AVE,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.60767,34.25477,POINT (-118.60767 34.25477)
5577010141,01/23/2020,Single Family,2700  CAHUENGA BLVD E,LOS ANGELES,CA,90068,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.33687,34.11804,POINT (-118.33687 34.11804)
4204020116,01/07/2020,Single Family,5829  BOWCROFT,LOS ANGELES,CA,90016,10,Celink,Daniel Stack,866-727-4303,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.37361,34.02028,POINT (-118.37360999999999 34.02028)
2601067004,01/29/2020,Single Family,17806 W MOUNTAIN RANCH ROAD,LOS ANGELES,CA,91344,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.52032,34.28973,POINT (-118.52032 34.28973)
5520001006,09/01/2020,Single Family,731 1/2 N NORMANDIE AVE,LOS ANGELES,CA,90029,13,Anchor Loans,Dannielle Gates,818-836-1485,Anchor Loans LP,Anthony Martinez,"5230   5230 Las Virgenes Rd., Ste. 105   Calabasas CA 91302",310-395-0010,-118.30062,34.08451,POINT (-118.30062000000001 34.08451)
2762004015,01/24/2020,Single Family,19100 W KINZIE ST,LOS ANGELES,CA,91324,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.54966,34.24807,POINT (-118.54966 34.24807)
5402032002,01/07/2020,Multi-Family,2204 W RESERVOIR ST,LOS ANGELES,CA,90026,13,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.26482,34.07976,POINT (-118.26482 34.07976)
6015006001,01/07/2020,Single Family,1658 W 65TH ST,LOS ANGELES,CA,90047,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.30657,33.98051,POINT (-118.30657 33.98051)
5135032018,01/15/2020,Multi-Family,1415 S VALENCIA ST,LOS ANGELES,CA,90015,1,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.27623,34.04179,POINT (-118.27623 34.04179)
5007022010,10/13/2020,Single Family,5749 S CHESLEY AVE,LOS ANGELES,CA,90043,8,Statebridge,Bryce Fendall,720-697-6421,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,-118.33459,33.98938,POINT (-118.33459 33.98938)
2701013124,08/06/2020,Single Family,19720 W EAGLE RIDGE LANE,LOS ANGELES,CA,91326,12,Cenlar FSB,Eric Moore,877-338-3791,Bron Inc,Amy Lee,24210   Dandelion CT  Lake Elsinore CA 92532,877-338-3791,-118.5636,34.29574,POINT (-118.5636 34.29574)
2647013025,01/06/2020,Single Family,14650 W LASSEN ST,LOS ANGELES,CA,91345,6,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage Co,Andrew Nikeli,2031  E Cerritos AVE  Anaheim CA 92806,714-408-2916,-118.45093,34.25012,POINT (-118.45093 34.25012)
2258026059,01/15/2020,Single Family,5229 N BALBOA BLVD,ENCINO,CA,91356,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50128,34.16615,POINT (-118.50128000000001 34.16615)
5539013010,11/25/2020,Multi-Family,4136 W NORMAL AVE,LOS ANGELES,CA,90029,13,"Anchor Loans, LP",Earla Ruetas,310-395-0010,"Anchor Loans, LP",Earla Ruetas,1   Baxter WAY 220 Thousand Oaks CA 91362,310-395-0010,-118.2858,34.08648,POINT (-118.28580000000001 34.08648)
5218016028,05/23/2020,Multi-Family,3406 N PUEBLO AVE 1-3,LOS ANGELES,CA,90032,14,Wilshire Financial Network,Adrian Zubia,310-490-1369,WILSHIRE FINANCIAL LOAN SERVICE,ANDY ZUBIA,468  N CAMDEN DR 200 BEVERLY HILLS CA 90210,310-890-6058,-118.17412,34.08511,POINT (-118.17412 34.08511)
6036012022,01/10/2020,Single Family,9126 S CIMARRON ST,LOS ANGELES,CA,90047,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.31543,33.95365,POINT (-118.31543000000002 33.95365)
5304015011,01/06/2020,Single Family,771 E MONTECITO DR,LOS ANGELES,CA,90031,1,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.19921,34.09082,POINT (-118.19921000000001 34.09082)
2701087039,09/28/2020,Single Family,20150 W JUBILEE WAY,LOS ANGELES,CA,91326,12,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,NULL,NULL,,NULL,-118.57339,34.28235,POINT (-118.57339 34.28235)
4378018047,07/31/2020,Single Family,2385  ROSCOMARE,LOS ANGELES,CA,90077,5,Cenlar FSB,Eric Moore,877-338-3791,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.46385,34.11853,POINT (-118.46385 34.11853)
2504006119,05/14/2020,Single Family,14368 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.44713,34.32013,POINT (-118.44713000000002 34.32013)
2162006081,07/23/2020,Single Family,5135 N ZELZAH AVE,ENCINO,CA,91316,5,"So-Cal Capital, Inc.",Jackie Lacy,949-521-7116,NULL,NULL,,NULL,-118.52222,34.16486,POINT (-118.52222 34.16486)
2215021011,01/06/2020,Single Family,7440 N TYRONE AVE,VAN NUYS,CA,91405,2,New American Funding,Regina Noble,714-848-7920,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.44421,34.20594,POINT (-118.44421 34.20594)
4294006056,03/30/2020,Single Family,5106 S PACIFIC AVE,LOS ANGELES,CA,90292,11,JP Morgan Chase NA,Amy Lott,909-697-4173,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.45695,33.96853,POINT (-118.45695 33.96853)
2560020018,09/22/2020,Single Family,10230 N RUSSETT AVE,LOS ANGELES,CA,91040,7,Equity Investments Group,sara landucci,714-841-5511,Citadel Servicing Corp,David Trujillo,15707   Rockfield BLVD 320 Irvine CA 92618,949-900-6630,-118.31919,34.25519,POINT (-118.31918999999999 34.25519)
4493030006,01/22/2020,Single Family,12671 W MOUNTAIN CREST LANE,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.49295,34.10531,POINT (-118.49295 34.10531)
7347001039,01/06/2020,Single Family,1622 W 223RD ST,LOS ANGELES,CA,90501,15,Flagstar Bank,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.30718,33.82434,POINT (-118.30718000000002 33.82434)
5186013029,06/11/2020,Multi-Family,3433 E LANFRANCO ST,LOS ANGELES,CA,90063,14,Anchor Loans,Dannielle Gates,818-836-1485,Anchor Loans,Dannielle Gates,5230   Las Virgenes  150 Calabasas CA 91302,818-304-8767,-118.19734,34.03127,POINT (-118.19734 34.03127)
2531019012,01/21/2020,Single Family,11461 N PRAGER AVE,LOS ANGELES,CA,91342,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.39255,34.27848,POINT (-118.39255 34.27848)
